Company Name,Area Name,Mine Name,Creation datetime,Record time,PM - 2.5 (µg/m3),PM - 10 (µg/m3),SO2 (µg/m3),NO2  (µg/m3),CO (mg/m3),Device ID,Created by,Date
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:44:00,2026-08-30 14:14:00,13.54,19.15,33.72,,0.64,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:44:00,2026-08-30 14:14:00,14.11,18.95,36.33,,0.63,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:43:00,2026-08-30 14:13:00,14.8,18.87,33.83,,0.65,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:43:00,2026-08-30 14:13:00,15.46,18.75,31.58,,0.49,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:42:00,2026-08-30 14:12:00,16.07,18.61,35.21,,0.44,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:42:00,2026-08-30 14:12:00,16.46,18.47,31.17,,0.35,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:41:00,2026-08-30 14:11:00,17.0,18.37,32.82,,0.23,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:41:00,2026-08-30 14:11:00,17.25,18.22,35.26,,0.07,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:40:00,2026-08-30 14:10:00,17.48,17.94,34.98,,0.04,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,"Gevra , Chattisgarh",SECL GEVRA,2026-08-30 19:40:00,2026-08-30 19:30:00,22.5,41.52,12.71,7.01,0.41,site_,Envea India Pvt Ltd,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:40:00,2026-08-30 14:10:00,17.74,17.77,41.5,,0.08,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:39:00,2026-08-30 14:09:00,18.13,17.53,33.55,,0.01,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:39:00,2026-08-30 14:09:00,18.59,17.48,32.3,,0.03,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:38:00,2026-08-30 14:08:00,18.96,17.53,34.06,,0.15,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:38:00,2026-08-30 14:08:00,19.26,17.68,38.72,,0.32,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:37:00,2026-08-30 14:07:00,19.73,17.78,32.51,,0.44,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:37:00,2026-08-30 14:07:00,20.11,17.8,32.78,,0.61,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:36:00,2026-08-30 14:06:00,20.42,17.91,31.33,,0.7,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:36:00,2026-08-30 14:06:00,20.59,17.99,34.97,,0.73,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:35:00,2026-08-30 14:05:00,20.71,17.97,34.85,,0.76,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:35:00,2026-08-30 14:05:00,20.71,17.87,36.42,,0.73,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:34:00,2026-08-30 14:04:00,20.48,17.77,35.88,,0.77,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:34:00,2026-08-30 14:04:00,20.04,17.69,31.22,,0.62,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:33:00,2026-08-30 14:03:00,19.62,17.49,35.24,,0.43,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:33:00,2026-08-30 14:03:00,19.09,17.13,35.86,,0.41,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:32:00,2026-08-30 14:02:00,18.41,16.64,39.0,,0.33,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:32:00,2026-08-30 14:02:00,17.92,16.22,36.91,,0.23,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:31:00,2026-08-30 14:01:00,17.54,15.88,35.32,,0.22,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:31:00,2026-08-30 14:01:00,17.12,15.34,34.37,,0.22,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:30:00,2026-08-30 14:00:00,16.82,14.98,35.9,,0.25,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,"Bilaspur, CHHATTISGARHr",South Eastern Coalfields  Limited - AQMS_H_Q,2026-08-30 19:30:00,2026-08-30 13:59:00,3.34,,15.17,270.0,0.32,site_5592,Swan Environ,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:30:00,2026-08-30 14:00:00,16.59,14.73,32.21,,0.17,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:29:00,2026-08-30 13:59:00,16.35,14.5,32.62,,0.23,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:29:00,2026-08-30 13:59:00,15.98,14.29,36.7,,0.38,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:28:00,2026-08-30 13:58:00,15.34,14.04,34.95,,0.51,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:28:00,2026-08-30 13:58:00,14.8,13.9,37.83,,0.41,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:27:00,2026-08-30 13:57:00,14.18,13.87,35.0,,0.58,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:27:00,2026-08-30 13:57:00,13.63,13.9,31.39,,0.68,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:26:00,2026-08-30 13:56:00,13.06,13.95,26.63,,0.64,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:26:00,2026-08-30 13:56:00,12.68,13.98,39.28,,0.59,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:25:00,2026-08-30 13:55:00,12.46,14.03,35.06,,0.54,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,"Gevra , Chattisgarh",SECL GEVRA,2026-08-30 19:25:00,2026-08-30 19:15:00,54.5,97.2,14.5,11.76,1.18,site_,Envea India Pvt Ltd,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:25:00,2026-08-30 13:55:00,12.12,13.91,36.08,,0.75,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:24:00,2026-08-30 13:54:00,11.53,13.58,32.68,,0.69,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:24:00,2026-08-30 13:54:00,10.93,13.31,33.47,,0.69,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:23:00,2026-08-30 13:53:00,10.19,13.04,36.4,,0.61,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:23:00,2026-08-30 13:53:00,9.46,12.78,34.08,,0.59,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:22:00,2026-08-30 13:52:00,8.47,12.48,37.12,,0.41,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:22:00,2026-08-30 13:52:00,7.75,12.28,32.17,,0.43,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:21:00,2026-08-30 13:51:00,7.26,12.13,37.26,,0.43,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:21:00,2026-08-30 13:51:00,7.01,11.98,37.09,,0.42,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:20:00,2026-08-30 13:50:00,6.74,11.71,36.99,,0.38,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:20:00,2026-08-30 13:50:00,6.54,11.31,31.8,,0.32,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:19:00,2026-08-30 13:49:00,6.12,10.82,32.03,,0.32,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:19:00,2026-08-30 13:49:00,5.69,10.5,42.35,,0.23,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:18:00,2026-08-30 13:48:00,5.26,10.1,34.75,,0.25,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:18:00,2026-08-30 13:48:00,5.0,9.69,34.47,,0.3,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:17:00,2026-08-30 13:47:00,4.91,9.36,31.96,,0.33,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:17:00,2026-08-30 13:47:00,5.02,9.33,37.01,,0.18,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:16:00,2026-08-30 13:46:00,5.38,9.3,32.23,,0.25,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:16:00,2026-08-30 13:46:00,5.65,9.17,34.91,,0.23,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:15:00,2026-08-30 13:45:00,5.73,9.07,33.04,,0.17,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,"Bilaspur, CHHATTISGARHr",South Eastern Coalfields  Limited - AQMS_H_Q,2026-08-30 19:15:00,2026-08-30 13:44:00,3.26,,14.58,270.0,0.48,site_5592,Swan Environ,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:15:00,2026-08-30 13:45:00,5.6,9.03,29.25,,0.14,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:14:00,2026-08-30 13:44:00,5.37,8.97,34.29,,0.24,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:14:00,2026-08-30 13:44:00,5.12,8.93,37.42,,0.28,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:13:00,2026-08-30 13:43:00,5.03,9.0,32.75,,0.1,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:13:00,2026-08-30 13:43:00,5.17,9.15,35.04,,0.13,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:12:00,2026-08-30 13:42:00,5.53,9.33,32.0,,0.32,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:12:00,2026-08-30 13:42:00,5.8,9.49,32.73,,0.45,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:11:00,2026-08-30 13:41:00,6.07,9.69,34.78,,0.44,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:11:00,2026-08-30 13:41:00,6.24,9.83,37.72,,0.54,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:10:00,2026-08-30 13:40:00,6.32,9.8,31.84,,0.57,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:10:00,2026-08-30 13:40:00,6.28,9.74,31.33,,0.6,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,"Gevra , Chattisgarh",SECL GEVRA,2026-08-30 19:10:00,2026-08-30 19:00:00,30.4,55.22,13.15,8.18,0.6,site_,Envea India Pvt Ltd,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:09:00,2026-08-30 13:39:00,6.26,9.6,33.92,,0.47,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:09:00,2026-08-30 13:39:00,6.41,9.47,35.41,,0.43,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:08:00,2026-08-30 13:38:00,6.65,9.35,30.01,,0.71,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:08:00,2026-08-30 13:38:00,6.77,9.3,29.83,,0.65,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:07:00,2026-08-30 13:37:00,7.08,9.41,34.38,,0.53,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:07:00,2026-08-30 13:37:00,7.52,9.58,33.87,,0.37,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:06:00,2026-08-30 13:36:00,8.03,9.92,32.9,,0.41,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:06:00,2026-08-30 13:36:00,8.64,10.23,31.37,,0.28,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:05:00,2026-08-30 13:35:00,9.43,10.58,35.49,,0.23,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:05:00,2026-08-30 13:35:00,10.32,11.04,35.78,,0.1,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:04:00,2026-08-30 13:34:00,11.38,11.63,37.53,,0.21,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:04:00,2026-08-30 13:34:00,12.28,12.18,30.9,,0.19,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:03:00,2026-08-30 13:33:00,13.27,12.8,33.81,,0.07,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:03:00,2026-08-30 13:33:00,14.03,13.35,30.28,,0.19,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:02:00,2026-08-30 13:32:00,14.65,13.98,31.44,,0.26,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:02:00,2026-08-30 13:32:00,15.15,14.37,31.13,,0.32,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:01:00,2026-08-30 13:31:00,15.56,14.62,34.5,,0.22,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:01:00,2026-08-30 13:31:00,15.72,14.78,35.61,,0.26,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,"Bilaspur, CHHATTISGARHr",South Eastern Coalfields  Limited - AQMS_H_Q,2026-08-30 19:00:00,2026-08-30 13:29:00,3.11,,13.66,270.0,0.62,site_5592,Swan Environ,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 19:00:00,2026-08-30 13:30:00,15.83,14.72,35.26,,0.28,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:59:00,2026-08-30 13:29:00,16.32,14.32,32.79,,0.1,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:59:00,2026-08-30 13:29:00,16.64,14.08,29.83,,0.15,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:58:00,2026-08-30 13:28:00,17.11,13.86,34.33,,0.12,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:58:00,2026-08-30 13:28:00,17.61,13.61,30.07,,0.11,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:57:00,2026-08-30 13:27:00,18.02,13.54,35.64,,0.0,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:57:00,2026-08-30 13:27:00,18.33,13.57,36.97,,0.0,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:56:00,2026-08-30 13:26:00,18.71,13.65,32.58,,0.01,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:56:00,2026-08-30 13:26:00,18.86,13.73,31.81,,0.02,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:55:00,2026-08-30 13:25:00,18.87,13.83,36.44,,0.1,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,"Gevra , Chattisgarh",SECL GEVRA,2026-08-30 18:55:00,2026-08-30 18:45:00,33.5,60.63,13.33,8.64,0.68,site_,Envea India Pvt Ltd,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:55:00,2026-08-30 13:25:00,18.75,14.02,34.26,,0.18,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:54:00,2026-08-30 13:24:00,18.82,14.21,34.47,,0.2,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
South Eastern Coalfields Limited,Dipka Area,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,2026-08-30 18:54:00,2026-08-30 13:24:00,18.94,14.39,32.53,,0.32,site_5664,Thermo Fisher Scientific India Private Limited,2026-08-30
