Mine ID,Mine Name,Company Name,State,District,Coalfield,Area,Mine Type,Ownership,Production,Despatch
KHAIRAHA,Khairaha,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Underground,PUBLIC,0.877,0
KHANDRA_COLLIERY,Khandra Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,0.091,0
KHARKHAREE,Kharkharee,BCCL,Jharkhand,DHANBAD,Jharia,Govindpur,Underground,PUBLIC,0.005,0
KHAS_KAJORA_COLLIERY,Khas Kajora Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,0.136,0
KHOODIA,Khoodia,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Underground,PUBLIC,0.025,0
KHOTTADIH_OCP,Khottadih OCP,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Opencast,PUBLIC,0.435,0
KHOTTADIH_UG,Khottadih UG,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Underground,PUBLIC,0.521,0
KISTARAM_OC,Kistaram OC,SCCL,Telangana,KHAMMAM,Godavari Valley,Kothagudem,Opencast,PUBLIC,2.4,0
KOLARPIMPRI,"Kolarpimpri,",WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Opencast,PUBLIC,1.5,0
KOLGAON_OC,Kolgaon OC,WCL,Maharashtra,YAVATMAL,Wardha,Wani,Opencast,PUBLIC,0.6,0
KONDAPURAM_UG,Kondapuram UG,SCCL,Telangana,KHAMMAM,Godavari Valley,Manuguru,Underground,PUBLIC,0.141,0
KOYA_GUNDEM_OC_II,Koya Gundem OC II,SCCL,Telangana,KHAMMAM,Godavari Valley,Yellandu,Opencast,PUBLIC,3.001,0
KRISHNSHILA_OCP,Krishnshila OCP,NCL,Uttar Pradesh,SONBHADRA,Singrauli,Krishnshila,Opencast,PUBLIC,2.781,0
KUJAMA,Kujama,BCCL,Jharkhand,DHANBAD,Jharia,Lodna,Opencast,PUBLIC,0.588,0
KUJU_COLLIERY,Kuju Colliery,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,0.0,0
KULDA_OCP_BALINGA,Kulda OCP Balinga,MCL,Odisha,SUNDARGARH,IB Valley,Basundhara,Opencast,PUBLIC,21.0,0
KUMARDHUBI_COLLIERY,Kumardhubi Colliery,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Underground,PUBLIC,0.02,0
KUMARDIHI_A_COLLIERY,Kumardihi-A Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,0.089,0
KUMDA_7_8,Kumda 7 & 8,SECL,Chhattisgarh,SURGUJA,Central India,Bisrampur,Underground,PUBLIC,0.011,0
KUNUSTORIA_COLLIERY,Kunustoria Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Underground,PUBLIC,0.079,0
KURASIA_UG,Kurasia UG,SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Underground,PUBLIC,0.204,0
KURJA_SHEETALDHARA_KAPILDHARA,Kurja/Sheetaldhara/Kapildhara,SECL,Madhya Pradesh,SHAHDOL,Central India,Hasdeo,Underground,PUBLIC,0.808,0
KUSMUNDA_PROJECT,Kusmunda Project,SECL,Chhattisgarh,KORBA,Central India,Kusmunda,Opencast,PUBLIC,50.125,0
KUYA,Kuya,BCCL,Jharkhand,DHANBAD,Jharia,Bastacolla,Opencast,PUBLIC,2.8,0
LAIYO_UGP,Laiyo UGP,CCL,Jharkhand,RAMGARH,W.Bokaro,Hazaribagh,Underground,PUBLIC,0.0,0
LAJKURA_OCP,Lajkura OCP,MCL,Odisha,JHARSUGUDA,IB Valley,IB Valley,Opencast,PUBLIC,4.5,0
LAKHIMATA,Lakhimata,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Underground,PUBLIC,0.059,0
LINGARAJ_OCP,Lingaraj OCP,MCL,Odisha,Angul,Talcher,Lingaraj,Opencast,PUBLIC,17.54,0
LOWER_KENDA_COLLIERY,Lower Kenda Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Underground,PUBLIC,0.048,0
MADHAIPUR,Madhaipur,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Mixed,PUBLIC,0.036,0
MADHAIPUR_MIXED,Madhaipur Mixed,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Mixed,PUBLIC,0.162,0
MADHUSUDANPUR_7_PIT_INCLINE,Madhusudanpur 7 Pit & Incline,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,0.018,0
MAGADH_OCP,Magadh OCP,CCL,Jharkhand,CHATRA,N.K.Coalfields,Magadh,Opencast,PUBLIC,20.0,0
MAHADEOPURI,Mahadeopuri,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,0.033,0
MAHAKALI_COLLIERY,Mahakali Colliery,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,0.0,0
MAHESHPUR,Maheshpur,BCCL,Jharkhand,DHANBAD,Jharia,Govindpur,Underground,PUBLIC,0.029,0
MAKARDHOKRA_I_OC_EXPANSION_MINE,Makardhokra-I OC Expansion Mine,WCL,Maharashtra,NAGPUR,Umrer,Umrer,Opencast,PUBLIC,4.2,0
MAKARDHOKRA_III_OC_MINE,Makardhokra-III OC MINE,WCL,Maharashtra,NAGPUR,Umrer,Umrer,Opencast,PUBLIC,4.433,0
MANDARBONI,Mandarboni,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Underground,PUBLIC,0.033,0
MANIKPUR,Manikpur,SECL,Chhattisgarh,KORBA,Central India,Korba,Opencast,PUBLIC,5.25,0
MANKI_CHURI,Manki/Churi,CCL,Jharkhand,RANCHI,N.K.Coalfields,North Karanpura,Underground,PUBLIC,0.628,0
MANNA_INCLINE,Manna Incline,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,0.0,0
MANOHARPUR_COAL_MINE,Manoharpur Coal Mine,OCPL,Odisha,SUNDARGARH,IB Valley,Sundargarh,Opencast,PUBLIC,8.509,0
MANUGURU_OPENCAST,Manuguru Opencast,SCCL,Telangana,KHAMMAM,Godavari Valley,Manuguru,Opencast,PUBLIC,2.1,0
MARKI_MANGLI_I_COAL_MINE,Marki Mangli - I Coal Mine,TUML,Maharashtra,YAVATMAL,Wardha Valley,Marki Mangli-1 Coal Mine,Opencast,PRIVATE,0.001,0
MARKI_MANGLI_III,Marki Mangli III,BSIL,Maharashtra,YAVATMAL,Warda Valley,Marki Mangli -III,Opencast,PRIVATE,0.105,0
MATHANI,Mathani,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,0.091,0
MEERA,Meera,SECL,Madhya Pradesh,SHAHDOL,Central India,Jamuna & Kotma,Underground,PUBLIC,0.076,0
METHANI_COLLIERY,Methani Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,0.054,0
METICA_COAL_MINE,Metica Coal Mine,JKML,Jammu & Kashmir,Rajouri,Kalakota,Kalakota,Underground,PUBLIC,0.002,0
MOHAN_MOHAN_UG,Mohan (Mohan UG),WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Mixed,PUBLIC,0.038,0
MOHANPUR_EXPN,Mohanpur (Expn),ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,2.0,0
MOHER_MOHER_AMLOHRI_EXTN,Moher & Moher Amlohri Extn,WBPDCL,West Bengal,BIRBHUM,Raniganj,Bhimgarah,Opencast,PUBLIC,0.5,0
MOHER_MOHER_AMLOHRI_EXTN,Moher & Moher Amlohri Extn,Sasan Power Limited,Madhya Pradesh,SINGRAULI,Singrauli,Sasan Power Ltd,Opencast,PRIVATE,18.276,0
MOONIDIH,Moonidih,BCCL,Jharkhand,DHANBAD,Jharia,West Jharia,Underground,PUBLIC,0.484,0
MUDIDIH,Mudidih,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,0.823,0
MUNGOLI_OCM,Mungoli OCM,WCL,Maharashtra,YAVATMAL,Wardha,Wani,Opencast,PUBLIC,5.25,0
N_C_P_H_COLLIERY_NEW,N.C.P.H. Colliery (NEW),SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Underground,PUBLIC,0.351,0
NABAKAJORA_COLLIERY,Nabakajora Colliery,ECL,Jharkhand,RAMGARH,Raniganj,Kajora,Underground,PUBLIC,0.0,0
NAIGAON_OCM,Naigaon OCM,WCL,Maharashtra,YAVATMAL,Wardha,Wani,Opencast,PUBLIC,1.25,0
NAKC,NAKC,BCCL,Jharkhand,DHANBAD,Jharia,Govindpur,Mixed,PUBLIC,0.707,0
NAKRAKONDA_KUMARDIHI_B_UG,Nakrakonda -Kumardihi 'B' UG,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Mixed,PUBLIC,1.511,0
NANDGAON_INCLINE,Nandgaon Incline,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,0.064,0
NANDIRA_COLLIERY,Nandira Colliery,MCL,Odisha,Angul,Talcher,Talcher (UG),Underground,PUBLIC,0.056,0
NARSAMUDA_COLLIERY,Narsamuda Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,0.053,0
NAVAPARA,Navapara,SECL,Chhattisgarh,SURGUJA,Central India,Bhatgaon,Underground,PUBLIC,0.052,0
NEELIJAY_OCM,Neelijay OCM,WCL,Maharashtra,YAVATMAL,Wardha,Wani,Opencast,PUBLIC,4.5,0
NEHARIYA,Nehariya,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,0.25,0
NEW_GODHUR_KUSUNDA_ALKUSA,New Godhur-Kusunda-Alkusa,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,1.208,0
NEW_KENDA_COLLIERY,New Kenda Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Opencast,PUBLIC,0.622,0
NEW_MAJRI_I_A_II_EXTN_A_OC,New Majri - I(A) & II Extn. (A) OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Majri,Opencast,PUBLIC,2.5,0
NEW_MAJRI_UG_TO_OC_EXPN,New Majri UG to OC Expn.,WCL,Maharashtra,CHANDRAPUR,Wardha,Majri,Opencast,PUBLIC,1.527,0
NEW_MOGHLA_COAL_MINE,New Moghla Coal Mine,JKML,Jammu & Kashmir,Rajouri,Kalakota,Kalakota,Underground,PUBLIC,0.006,0
NEW_SETHIA,New Sethia,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Opencast,PUBLIC,0.0,0
NICHITPUR,Nichitpur,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,1.794,0
NIGAHI_PROJECT,Nigahi Project,NCL,Madhya Pradesh,SINGRAULI,Singrauli,Nigahi,Opencast,PUBLIC,33.006,0
NIMCHA_COLLIERY_NIMCHA_OC_AMKOLA_NIMCHA_HIGHWALL,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",ECL,West Bengal,Bardhaman,Raniganj,Satgram,Mixed,PUBLIC,0.59,0
NINGAH_COLLIERY,Ningah Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sripur,Underground,PUBLIC,0.017,0
NINGHA_SSI_OC,Ningha (SSI) OC,ECL,West Bengal,Bardhaman,Raniganj,Sripur,Opencast,PUBLIC,0.258,0
NIRSHA,Nirsha,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Opencast,PUBLIC,0.147,0
NORTH_SEARSOLE_OC_COLLIERY,North Searsole OC Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Opencast,PUBLIC,1.056,0
NORTH_URIMARI_BIRSA_OC,North Urimari/Birsa-OC,CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Barka-Sayal,Opencast,PUBLIC,4.2,0
NOWROZABAD_W,Nowrozabad (W),SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,0.098,0
NTST_JEENAGORA,NTST-Jeenagora,BCCL,Jharkhand,DHANBAD,Jharia,Lodna,Opencast,PUBLIC,4.767,0
ORIENT_MINE_NO_1_2,Orient Mine No. 1 & 2,MCL,Odisha,JHARSUGUDA,IB Valley,Orient,Underground,PUBLIC,0.199,0
PACCHWARA_NORTH_COAL_MINE,Pacchwara North Coal Mine,WBPDCL,Jharkhand,PAKUR,Rajmahal Area,Pacchwara,Opencast,PUBLIC,13.707,0
PACHHWARA_CENTRAL_COAL_MINE,Pachhwara Central Coal Mine,PSPCL,Jharkhand,PAKUR,Rajmahal,Amrapara-Maheshpur,Opencast,PUBLIC,4.628,0
PADAMPUR_OC,Padampur OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Opencast,PUBLIC,0.0,0
PADMAVATHI_KHANI_NO_5_INCLINE,Padmavathi Khani No.5 Incline,SCCL,Telangana,KHAMMAM,Godavari Valley,Kothagudem,Underground,PUBLIC,0.206,0
PAKRI_BARWADIH,Pakri Barwadih,NTPC,Jharkhand,HAZARIBAGH,North Karanpura,Hazaribagh,Opencast,PUBLIC,16.308,0
PALI,Pali,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,0.085,0
PANDAVESWAR_UG,Pandaveswar UG,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Underground,PUBLIC,0.076,0
PANDAVPARA_COLLIERY,Pandavpara Colliery,SECL,Chhattisgarh,KOREA,Central India,Baikunthpur,Underground,PUBLIC,0.248,0
PAONI_II_OCM,Paoni II OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,3.25,0
PARASEA_COLLIERY,Parasea Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Underground,PUBLIC,0.109,0
PARBELIA_COLLIERY,Parbelia Colliery,ECL,West Bengal,PURULIA,Raniganj,Sodepur,Underground,PUBLIC,0.043,0
PAREJ_EAST_OCP,Parej East OCP,CCL,Jharkhand,RAMGARH,W.Bokaro,Hazaribagh,Opencast,PUBLIC,0.403,0
PARSA_EAST_AND_KANTA_BASAN_OCM,Parsa East and Kanta Basan OCM,RRVUNL,Chhattisgarh,SURGUJA,Hasdo-Arand,Parsa East and Kanta,Opencast,PUBLIC,6.701,0
PATANSAONGI_COLLIERY,Patansaongi Colliery,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,0.039,0
PATMOHANA_COLLIERY,Patmohana Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,0.046,0
PENGANGA_OC,Penganga OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Wani,Opencast,PUBLIC,4.806,0
PIMPALGAON,"Pimpalgaon,",WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Opencast,PUBLIC,0.0,0
PINDRA_COLLIERY,Pindra Colliery,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,0.0,0
PIPARIA,Piparia,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,0.081,0
PORASCOL_EAST_COLLIERY,Porascol East Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,0.065,0
PORASCOL_WEST_COLLIERY,Porascol West Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,0.062,0
PRAKASHAM_KHANI_OC,Prakasham Khani OC,SCCL,Telangana,KHAMMAM,Godavari Valley,Manuguru,Opencast,PUBLIC,10.45,0
PUNDI,Pundi,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,0.0,0
PURE_SEARSOLE_COLLIERY,Pure Searsole Colliery,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,0.035,0
PURNADIH,Purnadih,CCL,Jharkhand,RANCHI,N.K.Coalfields,North Karanpura,Opencast,PUBLIC,0.589,0
RAJENDRA,Rajendra,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Underground,PUBLIC,0.158,0
RAJHARA,Rajhara,CCL,Jharkhand,PALAMU,N.K.Coalfields,Rajhara,Opencast,PUBLIC,0.0,0
RAJMAHAL_OCP,Rajmahal OCP,ECL,Jharkhand,GODDA,Rajmahal,Rajmahal,Opencast,PUBLIC,12.052,0
RAJNAGAR_RO,Rajnagar RO,SECL,Madhya Pradesh,SHAHDOL,Central India,Hasdeo,Underground,PUBLIC,0.13,0
RAJPURA,Rajpura,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Opencast,PUBLIC,0.076,0
RAJRAPPA_PROJECT,Rajrappa Project,CCL,Jharkhand,RAMGARH,Rajrappa,Rajrappa,Opencast,PUBLIC,1.303,0
RAJUR_UG,Rajur UG,WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Underground,PUBLIC,0.055,0
RAMAGUNDAM_OC_I_EXTN_PH_II,Ramagundam OC-I Extn. Ph-II,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-III,Opencast,PUBLIC,5.911,0
RAMAGUNDAM_OC_3_OC_III,Ramagundam-OC 3 & OC III,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-II,Opencast,PUBLIC,9.5,0
RAMAKRISHNAPUR_OC,Ramakrishnapur OC,SCCL,Telangana,MANCHERIAL,Godavari Valley,Mandamari,Opencast,PUBLIC,1.872,0
RAMNAGAR_COLLIERY,Ramnagar Colliery,IISCO,West Bengal,PASCHIM BARDHAMAN,Raniganj,Ramnagore,Opencast,PUBLIC,0.075,0
RAMNAGAR_COLLIERY,Ramnagar Colliery,IISCO,West Bengal,PASCHIM BARDHAMAN,Raniganj,Ramnagore,Underground,PUBLIC,0.0,0
RAMPUR_BATURA,Rampur Batura,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Opencast,PUBLIC,1.216,0
RANIATARI,Raniatari,SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Underground,PUBLIC,0.48,0
RAVINDRA_KHANI_5_INCLINE,Ravindra Khani-5 Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,0.277,0
RAVINDRA_KHANI_6_INCLINE,Ravindra Khani-6 Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,0.195,0
RAVINDRA_KHANI_7_INCLINE,"Ravindra Khani-7,Incline",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,0.339,0
RAVINDRA_KHANI_NEW_TECH,"Ravindra Khani-New Tech,",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,0.161,0
REHAR,Rehar,SECL,Chhattisgarh,SURGUJA,Central India,Bisrampur,Underground,PUBLIC,0.031,0
RELIGARA,Religara,CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Argada,Opencast,PUBLIC,0.499,0
ROCP_S_JHARIA,ROCP/S. Jharia,BCCL,Jharkhand,DHANBAD,Jharia,Bastacolla,Opencast,PUBLIC,2.158,0
ROHINI,Rohini,CCL,Jharkhand,RANCHI,N.K.Coalfields,North Karanpura,Opencast,PUBLIC,0.039,0
SAMLESWARI_OCP,Samleswari OCP,MCL,Odisha,JHARSUGUDA,IB Valley,IB Valley,Opencast,PUBLIC,8.06,0
SANKARPUR_COLLIERY,Sankarpur Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,0.191,0
SAONER_MINE_II,Saoner Mine - II,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,0.179,0
SAONER_MINE_III,Saoner Mine - III,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,0.14,0
SAONER_MINE_I,Saoner Mine-I,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,0.186,0
SARAIPALI,Saraipali,SECL,Chhattisgarh,KORBA,Central India,Korba,Underground,PUBLIC,1.68,0
SARISATOLLI_COAL_MINE,Sarisatolli Coal Mine,CESC,West Bengal,PASCHIM BARDHAMAN,Raniganj,Sarisatolli,Opencast,PRIVATE,1.293,0
SARNI_MINE,Sarni Mine,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,0.0,0
SARUBERA,Sarubera,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Underground,PUBLIC,0.0,0
SASTI_EXPN_OCM,Sasti Expn. OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,1.889,0
SATGRAM_INCLINE,Satgram Incline,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,0.032,0
SATGRAM_PROJECT,Satgram Project,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,0.03,0
SAUNDA_NCDC,Saunda (Ncdc),CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Underground,PUBLIC,0.0,0
SAYAL_D,Sayal `D',CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Opencast,PUBLIC,1.009,0
SD_OC_MINE,SD OC Mine,CCL,Jharkhand,BOKARO,E. Bokaro,Dhori Area,Opencast,PUBLIC,1.581,0
SENDRA_BANSJORA,Sendra Bansjora,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,0.601,0
SHAMPUR_B,Shampur B,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Underground,PUBLIC,0.049,0
SHANTHI_KHANI,Shanthi Khani,SCCL,Telangana,MANCHERIAL,Godavari Valley,Mandamari,Underground,PUBLIC,0.09,0
SHARDA_HIGHWALL,Sharda Highwall,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Underground,PUBLIC,0.711,0
SHARDA_UG,Sharda UG,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Underground,PUBLIC,0.035,0
SHIVANI,Shivani,SECL,Chhattisgarh,SURGUJA,Central India,Bhatgaon,Underground,PUBLIC,0.233,0
SHYAM_SUNDARPUR_COLLIERY,Shyam Sundarpur Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,0.72,0
SIAL_GHOGRI_COAL_MINE,Sial Ghogri Coal Mine,RCCPL,Madhya Pradesh,CHHINDWARA,Pench- Kanhan,Sial Ghogri,Underground,PRIVATE,0.329,0
SIARMAL_OCP,Siarmal OCP,MCL,Odisha,SUNDARGARH,IB Valley,Mahalaxmi,Opencast,PUBLIC,7.244,0
SIDULI_COLLIERY,Siduli Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Mixed,PUBLIC,0.051,0
SIJUA_COLLIERY,Sijua Colliery,TSL,Jharkhand,DHANBAD,Jharia,Sijua,Underground,PRIVATE,0.246,0
SIKNI_OC_MINE,Sikni OC Mine,JSMDCL,Jharkhand,LATEHAR,Auranga,Sikni,Opencast,PUBLIC,0.336,0
SILEWARA_COLLIERY,Silewara Colliery,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,0.069,0
SINGHALI_COLLIERY,Singhali Colliery,SECL,Chhattisgarh,KORBA,Central India,Korba,Underground,PUBLIC,0.13,0
SINGORI_OC,Singori OC,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,1.2,0
SIRKA,Sirka,CCL,Jharkhand,RAMGARH,S.K.Coalfields,Argada,Opencast,PUBLIC,0.116,0
SONEPUR_BAZARI_PROJECT_OCM,Sonepur Bazari Project OCM,ECL,West Bengal,Bardhaman,Raniganj,Sonepur-Bazari,Opencast,PUBLIC,12.374,0
SOUTH_SAMLA,South Samla,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Underground,PUBLIC,0.033,0
SRIRAMPUR_OC,Srirampur OC,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Opencast,PUBLIC,3.173,0
SRIRAMPUR_1_INCLINE,"Srirampur-1, Incline",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,0.114,0
SRIRAMPUR_3_3A_INCLINE,Srirampur-3 & 3A Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,0.23,0
SULIYARI,Suliyari,APMDCL,Madhya Pradesh,SINGRAULI,Singrauli,Suliyari,Opencast,PUBLIC,5.0,0
TADICHERLA_1_OCM,Tadicherla 1 OCM,TGGENCO,Telangana,JAYASHANKAR BHUPALPALLY,Godavari Valley,Tadicherla 1,Opencast,PUBLIC,2.5,0
TAKLI_JENA_BELLORA,Takli Jena Bellora,AIPL,Maharashtra,CHANDRAPUR,Wardha,Wardha,Opencast,PRIVATE,0.085,0
TALABIRA_II_III,Talabira II & III,NLCIL,Odisha,SAMBALPUR,IB Valley,Neyvelli Lignite Field,Opencast,PUBLIC,12.641,0
TALAIPALLI_COAL_MINE,Talaipalli Coal Mine,NTPC,Chhattisgarh,RAIGARH,Mand-Raigarh,Talaipalli,Opencast,PUBLIC,7.543,0
TANDSI,Tandsi,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Underground,PUBLIC,0.036,0
TAPIN_NORTH,Tapin North,CCL,Jharkhand,RAMGARH,W.Bokaro,Hazaribagh,Opencast,PUBLIC,2.216,0
TAPIN_SOUTH,Tapin South,CCL,Jharkhand,HAZARIBAGH,W.Bokaro,Hazaribagh,Opencast,PUBLIC,1.43,0
TARA_E_W,Tara(E&W),WBPDCL,West Bengal,BIRBHUM,Raniganj,Gangaramchak,Opencast,PUBLIC,0.109,0
TARMI,Tarmi,CCL,Jharkhand,BOKARO,E. Bokaro,Dhori Area,Opencast,PUBLIC,0.283,0
TASRA_COLLIERY,Tasra Colliery,SAIL,Jharkhand,DHANBAD,Jharia,Tasra,Opencast,PUBLIC,0.333,0
TAWA_MINE,Tawa Mine,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,0.283,0
TAWA_II,Tawa-II,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,0.415,0
TETARIA_KHAR,Tetaria Khar,CCL,Jharkhand,LATEHAR,N.K.Coalfields,Rajhara,Opencast,PUBLIC,1.032,0
TETULMARI,Tetulmari,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,0.318,0
TIKAK_COLLIERY,Tikak Colliery,NEC,Assam,TINSUKIA,Makum,Margherita,Opencast,PUBLIC,0.2,0
TILABONI_COLLIERY,Tilaboni Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,0.122,0
TOPA_MARGINAL_SCHEME,Topa Marginal Scheme,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,0.823,0
TRANS_DAMODAR_COAL_MINE,Trans Damodar Coal Mine,DPL,West Bengal,PASCHIM BARDHAMAN,Raniganj,Kasta,Opencast,PUBLIC,1.0,0
UKNI_OC,Ukni OC,WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Opencast,PUBLIC,1.839,0
UMARIA,Umaria,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,0.117,0
UMRER_OC_MINE,Umrer OC Mine,WCL,Maharashtra,NAGPUR,Umrer,Umrer,Opencast,PUBLIC,3.11,0
