Source,Source_Mine_Name,Source_Company,Source_State,Master_Mine_Name,Master_Company,Master_State,Master_District,Master_Coalfield,Master_Area,Master_Mine_Type,Master_Ownership,Match_Type,Match_Score,Score_Gap,Review_Required,Mapping_Status
Production,Rehar,SECL,Chhattisgarh,Rehar,SECL,Chhattisgarh,SURGUJA,Central India,Bisrampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.476,Yes,Matched_Review
Production,Religara,CCL,Jharkhand,Religara,CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Argada,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.476,Yes,Matched_Review
Production,Rohini,CCL,Jharkhand,Rohini,CCL,Jharkhand,RANCHI,N.K.Coalfields,North Karanpura,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5062,Yes,Matched_Review
Production,SD OC Mine,CCL,Jharkhand,SD OC Mine,CCL,Jharkhand,BOKARO,E. Bokaro,Dhori Area,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.378,Yes,Matched_Review
Production,Salanpur,BCCL,Jharkhand,,,,,,,,,Unmatched,0.4976,0.0,Yes,Unmatched
Production,Samleswari OCP,MCL,Odisha,Samleswari OCP,MCL,Odisha,JHARSUGUDA,IB Valley,IB Valley,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2987,Yes,Matched_Review
Production,Sankarpur Colliery,ECL,West Bengal,Sankarpur Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Saoner Mine - II,WCL,Maharashtra,Saoner Mine - II,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.1545,Yes,Matched_Review
Production,Saoner Mine - III,WCL,Maharashtra,Saoner Mine - III,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.1545,Yes,Matched_Review
Production,Saoner Mine-I,WCL,Maharashtra,Saoner Mine-I,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.1556,Yes,Matched_Review
Production,Saraipali,SECL,Chhattisgarh,Saraipali,SECL,Chhattisgarh,KORBA,Central India,Korba,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4375,Yes,Matched_Review
Production,Sarisatolli Coal Mine,CESC,West Bengal,Sarisatolli Coal Mine,CESC,West Bengal,PASCHIM BARDHAMAN,Raniganj,Sarisatolli,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.5629,Yes,Matched_Review
Production,Sarni Mine,WCL,Madhya Pradesh,Sarni Mine,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3414,Yes,Matched_Review
Production,Sarubera Colliery,CCL,Jharkhand,Sarubera,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3899,Yes,Matched_Review
Production,Sasti Colliery,WCL,Maharashtra,,,,,,,,,Unmatched,0.6144,0.0301,Yes,Unmatched
Production,Sasti Expn. OCM,WCL,Maharashtra,Sasti Expn. OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3948,Yes,Matched_Review
Production,Sasti OCM,WCL,Maharashtra,Sasti Expn. OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Possible,0.8154,0.17,Yes,Matched_Review
Production,Satgram Incline,ECL,West Bengal,Satgram Incline,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2927,Yes,Matched_Review
Production,Satgram Project,ECL,West Bengal,Satgram Project,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2927,Yes,Matched_Review
Production,Saunda (Ncdc),CCL,Jharkhand,Saunda (Ncdc),CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4051,Yes,Matched_Review
Production,Saunda-D,CCL,Jharkhand,Saunda (Ncdc),CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Underground,PUBLIC,Possible,0.747,0.0737,Yes,Matched_Review
Production,Sawang Colliery,CCL,Jharkhand,,,,,,,,,Unmatched,0.4976,0.0038,Yes,Unmatched
Production,Sayal `D',CCL,Jharkhand,Sayal `D',CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4667,Yes,Matched_Review
Production,Sel.Dhori OC(Q.N.1),CCL,Jharkhand,,,,,,,,,Unmatched,0.545,0.0203,Yes,Unmatched
Production,"Sel.Dhori OC(SDQ-1, OC)",CCL,Jharkhand,,,,,,,,,Unmatched,0.5129,0.0096,Yes,Unmatched
Production,Sendra Bansjora,BCCL,Jharkhand,Sendra Bansjora,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.455,Yes,Matched_Review
Production,Shampur A,ECL,Jharkhand,Shampur B,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Underground,PUBLIC,Possible,0.7667,0.2042,Yes,Matched_Review
Production,Shampur B,ECL,Jharkhand,Shampur B,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Shanthi Khani,SCCL,Telangana,Shanthi Khani,SCCL,Telangana,MANCHERIAL,Godavari Valley,Mandamari,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3861,Yes,Matched_Review
Production,"Shanthi Khani,",SCCL,Telangana,Shanthi Khani,SCCL,Telangana,MANCHERIAL,Godavari Valley,Mandamari,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3861,Yes,Matched_Review
Production,Sharda,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.68,0.0354,Yes,Unmatched
Production,Sharda Highwall,SECL,Madhya Pradesh,Sharda Highwall,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4581,Yes,Matched_Review
Production,Sharda UG,WCL,Madhya Pradesh,Sharda UG,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3875,Yes,Matched_Review
Production,Shivani,SECL,Chhattisgarh,Shivani,SECL,Chhattisgarh,SURGUJA,Central India,Bhatgaon,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Shivpuri,WCL,Madhya Pradesh,,,,,,,,,Unmatched,0.54,0.0189,Yes,Unmatched
Production,Shobhapur Mine,WCL,Madhya Pradesh,,,,,,,,,Unmatched,0.6733,0.0609,Yes,Unmatched
Production,Shyam Sundarpur Colliery,ECL,West Bengal,Shyam Sundarpur Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Sial Ghogri Coal Mine,RCCPL,Madhya Pradesh,Sial Ghogri Coal Mine,RCCPL,Madhya Pradesh,CHHINDWARA,Pench- Kanhan,Sial Ghogri,Underground,PRIVATE,Contextual_Fuzzy,1.0,0.4792,Yes,Matched_Review
Production,Siarmal OCP,MCL,Odisha,Siarmal OCP,MCL,Odisha,SUNDARGARH,IB Valley,Mahalaxmi,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3145,Yes,Matched_Review
Production,Siduli Colliery,ECL,West Bengal,Siduli Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.52,Yes,Matched_Review
Production,"Sijua Colliery,",TSL,Jharkhand,Sijua Colliery,TSL,Jharkhand,DHANBAD,Jharia,Sijua,Underground,PRIVATE,Contextual_Fuzzy,1.0,0.5708,Yes,Matched_Review
Production,Sikni Open Cast Mine,JSMDCL,Jharkhand,Sikni OC Mine,JSMDCL,Jharkhand,LATEHAR,Auranga,Sikni,Opencast,PUBLIC,Possible,0.7429,0.1428,Yes,Matched_Review
Production,Silewara Colliery,WCL,Maharashtra,Silewara Colliery,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5516,Yes,Matched_Review
Production,Simlong OC (Hired),ECL,Jharkhand,,,,,,,,,Unmatched,0.47,0.0079,Yes,Unmatched
Production,Singhali Colliery,SECL,Chhattisgarh,Singhali Colliery,SECL,Chhattisgarh,KORBA,Central India,Korba,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4529,Yes,Matched_Review
Production,Singori OC,WCL,Maharashtra,Singori OC,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3596,Yes,Matched_Review
Production,Sirka,CCL,Jharkhand,Sirka,CCL,Jharkhand,RAMGARH,S.K.Coalfields,Argada,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4709,Yes,Matched_Review
Production,Somna,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.468,0.0003,Yes,Unmatched
Production,Sonepur Bazari Project,ECL,West Bengal,Sonepur Bazari Project OCM,ECL,West Bengal,Bardhaman,Raniganj,Sonepur-Bazari,Opencast,PUBLIC,Possible,0.8542,0.3675,Yes,Matched_Review
Production,Sonepur Bazari Project OCM,ECL,West Bengal,Sonepur Bazari Project OCM,ECL,West Bengal,Bardhaman,Raniganj,Sonepur-Bazari,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4957,Yes,Matched_Review
Production,South Samla,ECL,West Bengal,South Samla,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,Srirampur OC,SCCL,Telangana,Srirampur OC,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3319,Yes,Matched_Review
Production,"Srirampur-1, Incline",SCCL,Telangana,"Srirampur-1, Incline",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2192,Yes,Matched_Review
Production,Srirampur-3 & 3A Incline,SCCL,Telangana,Srirampur-3 & 3A Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2192,Yes,Matched_Review
Production,"Srirampur-3 & 3A,",SCCL,Telangana,Srirampur-3 & 3A Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Possible,0.8367,0.1436,Yes,Matched_Review
Production,Subhas Incline,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.4954,0.0151,Yes,Unmatched
Production,Suliyari,APMDCL,Madhya Pradesh,Suliyari,APMDCL,Madhya Pradesh,SINGRAULI,Singrauli,Suliyari,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.612,Yes,Matched_Review
Production,Suliyari Coal Mine,APMDCL,Madhya Pradesh,Suliyari,APMDCL,Madhya Pradesh,SINGRAULI,Singrauli,Suliyari,Opencast,PUBLIC,Possible,0.76,0.1846,Yes,Matched_Review
Production,Surakachhar,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.54,0.03,Yes,Unmatched
Production,Tadicherla 1 OCM,TGGENCO,Telangana,Tadicherla 1 OCM,TGGENCO,Telangana,JAYASHANKAR BHUPALPALLY,Godavari Valley,Tadicherla 1,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.6586,Yes,Matched_Review
Production,Tadicherla I OCM,TSPGCL,Telangana,,,,,,,,,Unmatched,0.6891,0.2994,Yes,Unmatched
Production,Takli Jena Bellora North & South,AIPL,Maharashtra,Takli Jena Bellora,AIPL,Maharashtra,CHANDRAPUR,Wardha,Wardha,Opencast,PRIVATE,Possible,0.87,0.5157,Yes,Matched_Review
Production,Talabira 1 Coal Mine,GMR,Odisha,,,,,,,,,Unmatched,0.464,0.028,Yes,Unmatched
Production,Talabira I,GMR,Odisha,,,,,,,,,Unmatched,0.506,0.156,Yes,Unmatched
Production,Talabira II & III,NLCIL,Odisha,Talabira II & III,NLCIL,Odisha,SAMBALPUR,IB Valley,Neyvelli Lignite Field,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.608,Yes,Matched_Review
Production,Talaipalli Coal Mine,NTPC_TP,Chhattisgarh,Talaipalli Coal Mine,NTPC,Chhattisgarh,RAIGARH,Mand-Raigarh,Talaipalli,Opencast,PUBLIC,Contextual_Fuzzy,0.9273,0.5207,Yes,Matched_Review
Production,Talaipalli Coal Mining Project,NTPC,Chhattisgarh,Talaipalli Coal Mine,NTPC,Chhattisgarh,RAIGARH,Mand-Raigarh,Talaipalli,Opencast,PUBLIC,Possible,0.7608,0.1832,Yes,Matched_Review
Production,Talcher(W) UG,MCL,Odisha,,,,,,,,,Unmatched,0.4626,0.048,Yes,Unmatched
Production,Tandsi,WCL,Madhya Pradesh,Tandsi,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4415,Yes,Matched_Review
Production,Tapin North,CCL,Jharkhand,Tapin North,CCL,Jharkhand,RAMGARH,W.Bokaro,Hazaribagh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2975,Yes,Matched_Review
Production,Tapin South,CCL,Jharkhand,Tapin South,CCL,Jharkhand,HAZARIBAGH,W.Bokaro,Hazaribagh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2975,Yes,Matched_Review
Production,Tara(E&W),WBPDCL_T,West Bengal,Tara(E&W),WBPDCL,West Bengal,BIRBHUM,Raniganj,Gangaramchak,Opencast,PUBLIC,Contextual_Fuzzy,0.9429,0.4579,Yes,Matched_Review
Production,Tarmi,CCL,Jharkhand,Tarmi,CCL,Jharkhand,BOKARO,E. Bokaro,Dhori Area,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.448,Yes,Matched_Review
Production,Tasra Colliery,SAIL,Jharkhand,Tasra Colliery,SAIL,Jharkhand,DHANBAD,Jharia,Tasra,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.6073,Yes,Matched_Review
Production,Tawa,WCL,Madhya Pradesh,Tawa-II,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,Possible,0.7455,0.047,Yes,Matched_Review
Production,Tawa Mine,WCL,Madhya Pradesh,Tawa Mine,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2917,Yes,Matched_Review
Production,Tawa-II,WCL,Madhya Pradesh,Tawa-II,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2917,Yes,Matched_Review
Production,Telwasa OC,WCL,Maharashtra,,,,,,,,,Unmatched,0.6333,0.03,Yes,Unmatched
Production,Tetaria Khar,CCL,Jharkhand,Tetaria Khar,CCL,Jharkhand,LATEHAR,N.K.Coalfields,Rajhara,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Tetulmari,BCCL,Jharkhand,Tetulmari,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5133,Yes,Matched_Review
Production,Tikak Colliery,NEC,Assam,Tikak Colliery,NEC,Assam,TINSUKIA,Makum,Margherita,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.6554,Yes,Matched_Review
Production,Tilaboni Colliery,ECL,West Bengal,Tilaboni Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4667,Yes,Matched_Review
Production,Tirap Colliery,NEC,Assam,,,,,,,,,Unmatched,0.552,0.2258,Yes,Unmatched
Production,Topa Colliery,CCL,Jharkhand,,,,,,,,,Unmatched,0.5333,0.0467,Yes,Unmatched
Production,Topa Marginal Scheme,CCL,Jharkhand,Topa Marginal Scheme,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.504,Yes,Matched_Review
Production,Trans Damodar Coal Mine,DPL,West Bengal,Trans Damodar Coal Mine,DPL,West Bengal,PASCHIM BARDHAMAN,Raniganj,Kasta,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5573,Yes,Matched_Review
Production,Ukni Deep OC,WCL,Maharashtra,Ukni OC,WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Opencast,PUBLIC,Possible,0.7961,0.1589,Yes,Matched_Review
Production,Ukni OC,WCL,Maharashtra,Ukni OC,WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3596,Yes,Matched_Review
Production,Umaria,SECL,Madhya Pradesh,Umaria,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4415,Yes,Matched_Review
Production,Umrer,WCL,Maharashtra,,,,,,,,,Unmatched,0.6267,0.1587,Yes,Unmatched
Production,Umrer OC Mine,WCL,Maharashtra,Umrer OC Mine,WCL,Maharashtra,NAGPUR,Umrer,Umrer,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.32,Yes,Matched_Review
Production,Urdhan,WCL,Madhya Pradesh,Urdhan,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5062,Yes,Matched_Review
Production,Urimari,CCL,Jharkhand,Urimari,CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Barka-Sayal,Underground,PUBLIC,Possible,1.0,0.0,Yes,Matched_Review
Production,"Utkal C Coal Mine,",JSPL_UC,Odisha,Utkal C Coal Mine,JSPL,Odisha,Angul,Talchar,Angul,Opencast,PRIVATE,Contextual_Fuzzy,0.9273,0.452,Yes,Matched_Review
Production,Utkal D,NALCO,Odisha,Utkal D,NALCO,Odisha,Angul,Talchar,Utkal D,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5381,Yes,Matched_Review
Production,Vakilpalli,SCCL,Telangana,Vakilpalli,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-II,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5444,Yes,Matched_Review
Production,Vijay West,SECL,Chhattisgarh,Vijay West,SECL,Chhattisgarh,KORBA,Central India,Chirimiri,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4774,Yes,Matched_Review
Production,Vindhya,SECL,Madhya Pradesh,Vindhya,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.532,Yes,Matched_Review
Production,Vishnupuri-II,WCL,Madhya Pradesh,Vishnupuri-II,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3805,Yes,Matched_Review
Production,W. Chirimiri Patch,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.6841,0.1903,Yes,Unmatched
Production,Waghoda,WCL,Maharashtra,,,,,,,,,Unmatched,0.5585,0.0905,Yes,Unmatched
Production,West Bokaro OC Quarry-AB,TSL,Jharkhand,West Bokaro OC Quarry-AB,TSL,Jharkhand,HAZARIBAGH,West Bokaro,West Bokaro,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.1704,Yes,Matched_Review
Production,West Bokaro OC Quarry-E,TSL,Jharkhand,West Bokaro OC (Quarry-E & SE),TSL,Jharkhand,HAZARIBAGH,West Bokaro,West Bokaro,Opencast,PRIVATE,Possible,0.9276,0.0478,Yes,Matched_Review
Production,West Bokaro OC Quarry-SE,TSL,Jharkhand,West Bokaro OC (Quarry-E & SE),TSL,Jharkhand,HAZARIBAGH,West Bokaro,West Bokaro,Opencast,PRIVATE,Contextual_Fuzzy,0.9365,0.0649,Yes,Matched_Review
Production,West Chirimiri,SECL,Chhattisgarh,Chirimiri,SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Opencast,PUBLIC,Possible,0.7687,0.1794,Yes,Matched_Review
Production,West Jhagrakhand,SECL,Chhattisgarh,West Jhagrakhand,SECL,Chhattisgarh,KOREA,Central India,Hasdeo,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4774,Yes,Matched_Review
