Source,Source_Mine_Name,Source_Company,Source_State,Master_Mine_Name,Master_Company,Master_State,Master_District,Master_Coalfield,Master_Area,Master_Mine_Type,Master_Ownership,Match_Type,Match_Score,Score_Gap,Review_Required,Mapping_Status
Production,Manoharpur Coal Mine,OCPL,Odisha,Manoharpur Coal Mine,OCPL,Odisha,SUNDARGARH,IB Valley,Sundargarh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5667,Yes,Matched_Review
Production,Manuguru Opencast,SCCL,Telangana,Manuguru Opencast,SCCL,Telangana,KHAMMAM,Godavari Valley,Manuguru,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5024,Yes,Matched_Review
Production,Manuguru' Opencast,SCCL,Telangana,Manuguru Opencast,SCCL,Telangana,KHAMMAM,Godavari Valley,Manuguru,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5024,Yes,Matched_Review
Production,Marki Mangli - I Coal Mine,TUML,Maharashtra,Marki Mangli - I Coal Mine,TUML,Maharashtra,YAVATMAL,Wardha Valley,Marki Mangli-1 Coal Mine,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.398,Yes,Matched_Review
Production,Marki Mangli - I Coal Mine of,TUML,Maharashtra,Marki Mangli - I Coal Mine,TUML,Maharashtra,YAVATMAL,Wardha Valley,Marki Mangli-1 Coal Mine,Opencast,PRIVATE,Contextual_Fuzzy,0.9133,0.3584,Yes,Matched_Review
Production,Marki Mangli -III,BSIL,Maharashtra,Marki Mangli III,BSIL,Maharashtra,YAVATMAL,Warda Valley,Marki Mangli -III,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.398,Yes,Matched_Review
Production,Marki Mangli III,BSIL,Maharashtra,Marki Mangli III,BSIL,Maharashtra,YAVATMAL,Warda Valley,Marki Mangli -III,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.398,Yes,Matched_Review
Production,Mathani,WCL,Madhya Pradesh,Mathani,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4415,Yes,Matched_Review
Production,"Medpalli OCP,",SCCL,Telangana,,,,,,,,,Unmatched,0.58,0.0555,Yes,Unmatched
Production,Meera,SECL,Madhya Pradesh,Meera,SECL,Madhya Pradesh,SHAHDOL,Central India,Jamuna & Kotma,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4548,Yes,Matched_Review
Production,Methani Colliery,ECL,West Bengal,Methani Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.476,Yes,Matched_Review
Production,Metica Coal Mine,JKML,J & K,Metica Coal Mine,JKML,Jammu & Kashmir,Rajouri,Kalakota,Kalakota,Underground,PUBLIC,Contextual_Fuzzy,0.9225,0.4038,Yes,Matched_Review
Production,Moghla Coal Mine,JKML,J & K,New Moghla Coal Mine,JKML,Jammu & Kashmir,Rajouri,Kalakota,Kalakota,Underground,PUBLIC,Possible,0.7646,0.1814,Yes,Matched_Review
Production,Mohan (Mohan OC + Mouri UG),WCL,Madhya Pradesh,Mohan (Mohan UG),WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Mixed,PUBLIC,Possible,0.7578,0.2443,Yes,Matched_Review
Production,Mohan (Mohan OC),WCL,Madhya Pradesh,Mohan (Mohan UG),WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Mixed,PUBLIC,Possible,0.7533,0.1766,Yes,Matched_Review
Production,Mohan (Mohan UG),WCL,Madhya Pradesh,Mohan (Mohan UG),WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Kanhan,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.3875,Yes,Matched_Review
Production,Mohanpur (Expn),ECL,West Bengal,Mohanpur (Expn),ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,Moher & Moher Amlohri Ext.,SPL,Madhya Pradesh,,,,,,,,,Unmatched,0.6853,0.0714,Yes,Unmatched
Production,Moher & Moher Amlohri Ext. OCP,SPL,Madhya Pradesh,,,,,,,,,Unmatched,0.6251,0.0714,Yes,Unmatched
Production,Moher & Moher Amlohri OCP,SPL,Madhya Pradesh,,,,,,,,,Unmatched,0.6317,0.0714,Yes,Unmatched
Production,Moonidih,BCCL,Jharkhand,Moonidih,BCCL,Jharkhand,DHANBAD,Jharia,West Jharia,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Mudidih,BCCL,Jharkhand,Mudidih,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Mungoli Nirguda Extn Deep,WCL,Maharashtra,,,,,,,,,Unmatched,0.548,0.0023,Yes,Unmatched
Production,Mungoli OCM,WCL,Maharashtra,Mungoli OCM,WCL,Maharashtra,YAVATMAL,Wardha,Wani,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3394,Yes,Matched_Review
Production,Muraidih OCP,BCCL,Jharkhand,,,,,,,,,Unmatched,0.6016,0.0255,Yes,Unmatched
Production,Murpar,WCL,Maharashtra,,,,,,,,,Unmatched,0.4575,0.0,Yes,Unmatched
Production,Murpar UG,WCL,Maharashtra,,,,,,,,,Unmatched,0.6404,0.0753,Yes,Unmatched
Production,N.C.P.H. Colliery (NEW),SECL,Chhattisgarh,N.C.P.H. Colliery (NEW),SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.574,Yes,Matched_Review
Production,N.C.P.H. Colliery OLD,SECL,Chhattisgarh,N.C.P.H. Colliery (NEW),SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Underground,PUBLIC,Possible,0.7921,0.3153,Yes,Matched_Review
Production,NAKC,BCCL,Jharkhand,NAKC,BCCL,Jharkhand,DHANBAD,Jharia,Govindpur,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,NEW SWANG COLLY.,CCL,Jharkhand,,,,,,,,,Unmatched,0.58,0.0029,Yes,Unmatched
Production,NTST-Jeenagora,BCCL,Jharkhand,NTST-Jeenagora,BCCL,Jharkhand,DHANBAD,Jharia,Lodna,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4972,Yes,Matched_Review
Production,Naba Kajora Colliery,ECL,West Bengal,,,,,,,,,Unmatched,0.6988,0.0031,Yes,Unmatched
Production,Nabakajora Colliery,ECL,West Bengal,Nabakajora Colliery,ECL,Jharkhand,RAMGARH,Raniganj,Kajora,Underground,PUBLIC,Contextual_Fuzzy,0.906,0.326,Yes,Matched_Review
Production,Naigaon OCM,WCL,Maharashtra,Naigaon OCM,WCL,Maharashtra,YAVATMAL,Wardha,Wani,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2917,Yes,Matched_Review
Production,Nakrakonda -Kumardihi 'B' UG,ECL,West Bengal,Nakrakonda -Kumardihi 'B' UG,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.4107,Yes,Matched_Review
Production,Nakrakonda-Kumardihi-B,ECL,West Bengal,Nakrakonda -Kumardihi 'B' UG,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Mixed,PUBLIC,Contextual_Fuzzy,0.9032,0.2786,Yes,Matched_Review
Production,Nandan-2 UG Mine,WCL,Madhya Pradesh,,,,,,,,,Unmatched,0.5912,0.0336,Yes,Unmatched
Production,Nandgaon Incline,WCL,Maharashtra,Nandgaon Incline,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.317,Yes,Matched_Review
Production,Nandira Colliery,MCL,Odisha,Nandira Colliery,MCL,Odisha,Angul,Talcher,Talcher (UG),Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5024,Yes,Matched_Review
Production,Nangaon Incline,WCL,Maharashtra,Nandgaon Incline,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,Possible,0.7998,0.1065,Yes,Matched_Review
Production,Narsamuda Colliery,ECL,West Bengal,Narsamuda Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,Navapara,SECL,Chhattisgarh,Navapara,SECL,Chhattisgarh,SURGUJA,Central India,Bhatgaon,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3733,Yes,Matched_Review
Production,Navgaon,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.5333,0.001,Yes,Unmatched
Production,Navin Kunada OC (A),WCL,Maharashtra,,,,,,,,,Unmatched,0.566,0.028,Yes,Unmatched
Production,Neelijay OCM,WCL,Maharashtra,Neelijay OCM,WCL,Maharashtra,YAVATMAL,Wardha,Wani,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.351,Yes,Matched_Review
Production,Nehariya,WCL,Madhya Pradesh,Nehariya,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5024,Yes,Matched_Review
Production,New Amlai,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.6404,0.1465,Yes,Unmatched
Production,New Godhur-Kusunda-Alkusa,BCCL,Jharkhand,New Godhur-Kusunda-Alkusa,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4342,Yes,Matched_Review
Production,New Kenda,ECL,West Bengal,New Kenda Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3127,Yes,Matched_Review
Production,New Kenda Colliery,ECL,West Bengal,New Kenda Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3127,Yes,Matched_Review
Production,New Majri - I(A) & II Extn. (A) OC,WCL,Maharashtra,New Majri - I(A) & II Extn. (A) OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Majri,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3417,Yes,Matched_Review
Production,New Majri -II A OC,WCL,Maharashtra,New Majri - I(A) & II Extn. (A) OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Majri,Opencast,PUBLIC,Possible,0.8321,0.1331,Yes,Matched_Review
Production,New Majri Collery No.3,WCL,Maharashtra,,,,,,,,,Unmatched,0.6049,0.0564,Yes,Unmatched
Production,New Majri UG to OC,WCL,Maharashtra,New Majri UG to OC Expn.,WCL,Maharashtra,CHANDRAPUR,Wardha,Majri,Opencast,PUBLIC,Contextual_Fuzzy,0.9021,0.1996,Yes,Matched_Review
Production,New Majri UG to OC Expn.,WCL,Maharashtra,New Majri UG to OC Expn.,WCL,Maharashtra,CHANDRAPUR,Wardha,Majri,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.353,Yes,Matched_Review
Production,New Moghla Coal Mine,JKML,J & K,New Moghla Coal Mine,JKML,Jammu & Kashmir,Rajouri,Kalakota,Kalakota,Underground,PUBLIC,Contextual_Fuzzy,0.9225,0.4038,Yes,Matched_Review
Production,"New Select Dhori,",CCL,Jharkhand,,,,,,,,,Unmatched,0.5008,0.0142,Yes,Unmatched
Production,New Sethia,WCL,Madhya Pradesh,New Sethia,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4667,Yes,Matched_Review
Production,Nichitpur,BCCL,Jharkhand,Nichitpur,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5133,Yes,Matched_Review
Production,Nigahi Project,NCL,Madhya Pradesh,Nigahi Project,NCL,Madhya Pradesh,SINGRAULI,Singrauli,Nigahi,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5604,Yes,Matched_Review
Production,Niljai Expansion Deep,WCL,Maharashtra,,,,,,,,,Unmatched,0.55,0.0174,Yes,Unmatched
Production,Nimcha Colliery & Nimcha OC(Amkola)(H),ECL,West Bengal,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",ECL,West Bengal,Bardhaman,Raniganj,Satgram,Mixed,PUBLIC,Possible,0.7961,0.2505,Yes,Matched_Review
Production,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",ECL,West Bengal,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",ECL,West Bengal,Bardhaman,Raniganj,Satgram,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.5006,Yes,Matched_Review
Production,Ningah Colliery,ECL,West Bengal,Ningah Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sripur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4789,Yes,Matched_Review
Production,Ningha (SSI) OC,ECL,West Bengal,Ningha (SSI) OC,ECL,West Bengal,Bardhaman,Raniganj,Sripur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Nirsha,ECL,Jharkhand,Nirsha,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.532,Yes,Matched_Review
Production,Noonodih Jitpur Colliery,IISCO,Jharkhand,,,,,,,,,Unmatched,0.68,0.2733,Yes,Unmatched
Production,North Chirimiri,SECL,Chhattisgarh,Chirimiri,SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Opencast,PUBLIC,Possible,0.755,0.245,Yes,Matched_Review
Production,North Jhagrakhand,SECL,Chhattisgarh,West Jhagrakhand,SECL,Chhattisgarh,KOREA,Central India,Hasdeo,Underground,PUBLIC,Possible,0.7242,0.2562,Yes,Matched_Review
Production,North Searsole OC Colliery,ECL,West Bengal,North Searsole OC Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.35,Yes,Matched_Review
Production,North Urimari/Birsa-OC,CCL,Jharkhand,North Urimari/Birsa-OC,CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Barka-Sayal,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4272,Yes,Matched_Review
Production,Nowrozabad (E),SECL,Madhya Pradesh,Nowrozabad (W),SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,Possible,0.7783,0.2783,Yes,Matched_Review
Production,Nowrozabad (W),SECL,Madhya Pradesh,Nowrozabad (W),SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5,Yes,Matched_Review
Production,Orient Colliery 1 & 2,MCL,Odisha,Orient Mine No. 1 & 2,MCL,Odisha,JHARSUGUDA,IB Valley,Orient,Underground,PUBLIC,Possible,0.768,0.2994,Yes,Matched_Review
Production,Orient Mine No. 1 & 2,MCL,Odisha,Orient Mine No. 1 & 2,MCL,Odisha,JHARSUGUDA,IB Valley,Orient,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5092,Yes,Matched_Review
Production,P.B.Project,BCCL,Jharkhand,,,,,,,,,Unmatched,0.4719,0.0319,Yes,Unmatched
Production,PALI,SECL,Madhya Pradesh,Pali,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4709,Yes,Matched_Review
Production,"PVK-5 Incline,",SCCL,Telangana,,,,,,,,,Unmatched,0.6844,0.0227,Yes,Unmatched
Production,Pacchwara North Coal Mine,WBPDCL,Jharkhand,Pacchwara North Coal Mine,WBPDCL,Jharkhand,PAKUR,Rajmahal Area,Pacchwara,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3445,Yes,Matched_Review
Production,Pachhwara Central Coal Mine,PSPCL,Jharkhand,Pachhwara Central Coal Mine,PSPCL,Jharkhand,PAKUR,Rajmahal,Amrapara-Maheshpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4585,Yes,Matched_Review
Production,Padampur OC,WCL,Maharashtra,Padampur OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3776,Yes,Matched_Review
Production,Padmavathi Khani No.5 Incline,SCCL,Telangana,Padmavathi Khani No.5 Incline,SCCL,Telangana,KHAMMAM,Godavari Valley,Kothagudem,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.243,Yes,Matched_Review
Production,Pakri Barwadih,NTPC,Jharkhand,Pakri Barwadih,NTPC,Jharkhand,HAZARIBAGH,North Karanpura,Hazaribagh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.508,Yes,Matched_Review
Production,Pali,SECL,Madhya Pradesh,Pali,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4709,Yes,Matched_Review
Production,Palkimara,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.54,0.0067,Yes,Unmatched
Production,Pandaveswar UG,ECL,West Bengal,Pandaveswar UG,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4241,Yes,Matched_Review
Production,Pandavpara Colliery,SECL,Chhattisgarh,Pandavpara Colliery,SECL,Chhattisgarh,KOREA,Central India,Baikunthpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3733,Yes,Matched_Review
Production,Paoni II OCM,WCL,Maharashtra,Paoni II OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3743,Yes,Matched_Review
Production,Paoni OCM,WCL,Maharashtra,Paoni II OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Possible,0.8467,0.1593,Yes,Matched_Review
Production,Parasea Colliery,ECL,West Bengal,Parasea Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.448,Yes,Matched_Review
Production,Parbelia Colliery,ECL,West Bengal,Parbelia Colliery,ECL,West Bengal,PURULIA,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Parej East OCP,CCL,Jharkhand,Parej East OCP,CCL,Jharkhand,RAMGARH,W.Bokaro,Hazaribagh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3903,Yes,Matched_Review
Production,Parsa East and Kanta Basan,RRVUNL,Chhattisgarh,Parsa East and Kanta Basan OCM,RRVUNL,Chhattisgarh,SURGUJA,Hasdo-Arand,Parsa East and Kanta,Opencast,PUBLIC,Contextual_Fuzzy,0.9233,0.6505,Yes,Matched_Review
Production,Parsa East and Kanta Basan OCM,RRVUNL,Chhattisgarh,Parsa East and Kanta Basan OCM,RRVUNL,Chhattisgarh,SURGUJA,Hasdo-Arand,Parsa East and Kanta,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.7112,Yes,Matched_Review
Production,Patansaongi Colliery,WCL,Maharashtra,Patansaongi Colliery,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5,Yes,Matched_Review
Production,Patmohana Colliery,ECL,West Bengal,Patmohana Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Pawan Incline,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5118,0.006,Yes,Unmatched
Production,Penganga OC,WCL,Maharashtra,Penganga OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Wani,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3667,Yes,Matched_Review
Production,Phularitand,BCCL,Jharkhand,,,,,,,,,Unmatched,0.5291,0.0191,Yes,Unmatched
Production,"Pimpalgaon,",WCL,Maharashtra,"Pimpalgaon,",WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Pindra Colliery,CCL,Jharkhand,Pindra Colliery,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4709,Yes,Matched_Review
Production,Pinoura,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.54,0.0462,Yes,Unmatched
Production,Piparia,SECL,Madhya Pradesh,Piparia,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4415,Yes,Matched_Review
Production,Piparwar,CCL,Jharkhand,,,,,,,,,Unmatched,0.51,0.0162,Yes,Unmatched
Production,Porascol East Colliery,ECL,West Bengal,Porascol East Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.219,Yes,Matched_Review
Production,Porascol West Colliery,ECL,West Bengal,Porascol West Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.219,Yes,Matched_Review
Production,Prakasham Khani OC,SCCL,Telangana,Prakasham Khani OC,SCCL,Telangana,KHAMMAM,Godavari Valley,Manuguru,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2545,Yes,Matched_Review
Production,Pundi,CCL,Jharkhand,Pundi,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3769,Yes,Matched_Review
Production,Pure Searsole Colliery,ECL,West Bengal,Pure Searsole Colliery,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.35,Yes,Matched_Review
Production,Purnadih,CCL,Jharkhand,Purnadih,CCL,Jharkhand,RANCHI,N.K.Coalfields,North Karanpura,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3769,Yes,Matched_Review
Production,ROCP/S. Jharia,BCCL,Jharkhand,ROCP/S. Jharia,BCCL,Jharkhand,DHANBAD,Jharia,Bastacolla,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Rajendra,SECL,Madhya Pradesh,Rajendra,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,Rajgamar 4 & 5,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5,0.0174,Yes,Unmatched
Production,Rajgamar 6 & 7,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5,0.0174,Yes,Unmatched
Production,Rajgamar- 4&5,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5,0.0174,Yes,Unmatched
Production,Rajgamar- 6 & 7,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5,0.0174,Yes,Unmatched
Production,Rajhara,CCL,Jharkhand,Rajhara,CCL,Jharkhand,PALAMU,N.K.Coalfields,Rajhara,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Rajmahal OCP,ECL,Jharkhand,Rajmahal OCP,ECL,Jharkhand,GODDA,Rajmahal,Rajmahal,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4122,Yes,Matched_Review
Production,Rajnagar,SECL,Madhya Pradesh,Rajnagar RO,SECL,Madhya Pradesh,SHAHDOL,Central India,Hasdeo,Underground,PUBLIC,Possible,0.7937,0.2137,Yes,Matched_Review
Production,Rajnagar RO,SECL,Madhya Pradesh,Rajnagar RO,SECL,Madhya Pradesh,SHAHDOL,Central India,Hasdeo,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4602,Yes,Matched_Review
Production,Rajpura,ECL,Jharkhand,Rajpura,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.476,Yes,Matched_Review
Production,Rajrappa Project,CCL,Jharkhand,Rajrappa Project,CCL,Jharkhand,RAMGARH,Rajrappa,Rajrappa,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Rajur UG,WCL,Maharashtra,Rajur UG,WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4212,Yes,Matched_Review
Production,Rajur/Bhandewada Inc,WCL,Maharashtra,,,,,,,,,Unmatched,0.55,0.0464,Yes,Unmatched
Production,Ramagundam OC-I Extn. Ph-II,SCCL,Telangana,Ramagundam OC-I Extn. Ph-II,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-III,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.315,Yes,Matched_Review
Production,Ramagundam OC-II Extn,SCCL,Telangana,Ramagundam OC-I Extn. Ph-II,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-III,Opencast,PUBLIC,Possible,0.8441,0.1382,Yes,Matched_Review
Production,Ramagundam-OC 3 & OC III,SCCL,Telangana,Ramagundam-OC 3 & OC III,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-II,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.315,Yes,Matched_Review
Production,Ramakrishnapur OC,SCCL,Telangana,Ramakrishnapur OC,SCCL,Telangana,MANCHERIAL,Godavari Valley,Mandamari,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.346,Yes,Matched_Review
Production,Ramnagar Colliery,IISCO,West Bengal,Ramnagar Colliery,IISCO,West Bengal,PASCHIM BARDHAMAN,Raniganj,Ramnagore,Opencast,PUBLIC,Possible,1.0,0.0,Yes,Matched_Review
Production,Rampur Batura,SECL,Madhya Pradesh,Rampur Batura,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.525,Yes,Matched_Review
Production,Raniatari,SECL,Chhattisgarh,Raniatari,SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4375,Yes,Matched_Review
Production,Ravindra Khani-1A Incline,SCCL,Telangana,Ravindra Khani-5 Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Possible,0.8623,0.0,Yes,Matched_Review
Production,"Ravindra Khani-1A,",SCCL,Telangana,"Ravindra Khani-New Tech,",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Possible,0.727,0.0077,Yes,Matched_Review
Production,Ravindra Khani-5 Incline,SCCL,Telangana,Ravindra Khani-5 Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.1295,Yes,Matched_Review
Production,Ravindra Khani-6 Incline,SCCL,Telangana,Ravindra Khani-6 Incline,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.1295,Yes,Matched_Review
Production,"Ravindra Khani-7,Incline",SCCL,Telangana,"Ravindra Khani-7,Incline",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.1295,Yes,Matched_Review
Production,"Ravindra Khani-New Tech,",SCCL,Telangana,"Ravindra Khani-New Tech,",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3028,Yes,Matched_Review
