Year,State,Company,Producing Mine,Production (in MT)
2021-22,Maharashtra,WCL,Chanda Rayatwari Colly.,0.00
2021-22,Maharashtra,WCL,Durgapur Rayatwari Colly,0.11
2021-22,Maharashtra,WCL,Mahakali Colliery,0.03
2021-22,Maharashtra,WCL,Hindustan Lalpeth OC,0.46
2021-22,Maharashtra,WCL,Durgapur OC,1.84
2021-22,Maharashtra,WCL,Padampur OC,0.19
2021-22,Maharashtra,WCL,Bhatadi OC Mine,1.30
2021-22,Maharashtra,WCL,Ballarpur 3 & 4 Pits,0.09
2021-22,Maharashtra,WCL,Sasti Colliery,0.04
2021-22,Maharashtra,WCL,Ballarpur OCM,0.27
2021-22,Maharashtra,WCL,Sasti OCM,1.46
2021-22,Maharashtra,WCL,Gouri Exp(A),0.94
2021-22,Maharashtra,WCL,Gouri Deep,0.60
2021-22,Maharashtra,WCL,Paoni OCM,0.00
2021-22,Maharashtra,WCL,Paoni II OCM,3.25
2021-22,Maharashtra,WCL,New Majri UG to OC,1.93
2021-22,Maharashtra,WCL,New Majri -II A OC,1.67
2021-22,Maharashtra,WCL,Telwasa OC,0.00
2021-22,Maharashtra,WCL,Navin Kunada OC (A),0.00
2021-22,Maharashtra,WCL,Junakunada OC,0.00
2021-22,Maharashtra,WCL,Dhorwasa OC,0.00
2021-22,Maharashtra,WCL,New Majri Collery No.3,0.00
2021-22,Maharashtra,WCL,Amalgamated Yekona I & II,2.42
2021-22,Maharashtra,WCL,Bellora Naigaon Deep,0.94
2021-22,Maharashtra,WCL,Niljai Expansion Deep,3.75
2021-22,Maharashtra,WCL,Mungoli Nirguda Extn Deep,4.17
2021-22,Maharashtra,WCL,Kolgaon OC,0.60
2021-22,Maharashtra,WCL,Penganga OC,6.30
2021-22,Maharashtra,WCL,Rajur/Bhandewada Inc,0.05
2021-22,Maharashtra,WCL,Kumberkhani,0.00
2021-22,Maharashtra,WCL,Ukni Deep OC,1.50
2021-22,Maharashtra,WCL,"Pimpalgaon,",0.00
2021-22,Maharashtra,WCL,"Kolarpimpri,",0.51
2021-22,Maharashtra,WCL,"Junad,",0.74
2021-22,Maharashtra,WCL,"Ghonsa,",0.43
2021-22,Maharashtra,WCL,Silewara Colliery,0.08
2021-22,Maharashtra,WCL,Patansaongi Colliery,0.05
2021-22,Maharashtra,WCL,Saoner Mine-I,0.21
2021-22,Maharashtra,WCL,Saoner Mine - II,0.13
2021-22,Maharashtra,WCL,Saoner Mine - III,0.12
2021-22,Maharashtra,WCL,Adasa,0.61
2021-22,Maharashtra,WCL,Waghoda,0.00
2021-22,Maharashtra,WCL,Inder UG to OC,2.00
2021-22,Maharashtra,WCL,Kamptee UG to OC,0.23
2021-22,Maharashtra,WCL,Gondegaon,3.42
2021-22,Maharashtra,WCL,Bhanegaon,0.63
2021-22,Maharashtra,WCL,Singori OC,1.20
2021-22,Maharashtra,WCL,Umrer,3.55
2021-22,Maharashtra,WCL,Makardhokra-I,3.72
2021-22,Maharashtra,WCL,Makardhokra-III,1.13
2021-22,Maharashtra,WCL,Gokul Mine,1.88
2021-22,Maharashtra,WCL,Murpar,0.07
2021-22,Madhya Pradesh,WCL,Shobhapur Mine,0.02
2021-22,Madhya Pradesh,WCL,Sarni Mine,0.00
2021-22,Madhya Pradesh,WCL,Tawa,0.33
2021-22,Madhya Pradesh,WCL,Tawa-II,0.35
2021-22,Madhya Pradesh,WCL,Chhatarpur 1,0.33
2021-22,Madhya Pradesh,WCL,Chhatarpur -II,0.07
2021-22,Madhya Pradesh,WCL,Mahadeopuri,0.08
2021-22,Madhya Pradesh,WCL,Nehariya,0.25
2021-22,Madhya Pradesh,WCL,Vishnupuri-II,0.07
2021-22,Madhya Pradesh,WCL,Mathani,0.07
2021-22,Madhya Pradesh,WCL,New Sethia,0.05
2021-22,Madhya Pradesh,WCL,Shivpuri,0.00
2021-22,Madhya Pradesh,WCL,Chhinda,0.00
2021-22,Madhya Pradesh,WCL,Bhajipani,0.00
2021-22,Madhya Pradesh,WCL,Barkui,0.13
2021-22,Madhya Pradesh,WCL,Urdhan,0.50
2021-22,Madhya Pradesh,WCL,Mohan (Mohan OC + Mouri UG),0.54
2021-22,Madhya Pradesh,WCL,Ghorawari-1,0.00
2021-22,Madhya Pradesh,WCL,Ghorawari-2/Bharat OC,0.00
2021-22,Madhya Pradesh,WCL,Tandsi,0.16
2021-22,Madhya Pradesh,WCL,Nandan-2 UG Mine,0.00
All India Total Production,All India Total Production,All India Total Production,All India Total Production,778.21
2022-23,Chhattisgarh,AMBUJA,GP-IV-8 Coal Mine,1.20
2022-23,Madhya Pradesh,APMDCL,Suliyari Coal Mine,1.95
2022-23,Chhattisgarh,BALCO,Chotia Coal Mine,1.00
2022-23,Jharkhand,BCCL,Damoda,0.52
2022-23,Jharkhand,BCCL,AMP Colliery,1.93
2022-23,Jharkhand,BCCL,Phularitand,0.00
2022-23,Jharkhand,BCCL,Amalgamated B OCP,4.68
2022-23,Jharkhand,BCCL,Kharkharee,0.01
2022-23,Jharkhand,BCCL,Maheshpur,0.03
2022-23,Jharkhand,BCCL,Jogidih,0.01
2022-23,Jharkhand,BCCL,ABGC,0.18
2022-23,Jharkhand,BCCL,NAKC,0.62
2022-23,Jharkhand,BCCL,AKWMC,3.81
2022-23,Jharkhand,BCCL,AGKCC,0.14
2022-23,Jharkhand,BCCL,Mudidih,0.67
2022-23,Jharkhand,BCCL,Kankanee,0.21
2022-23,Jharkhand,BCCL,Sendra Bansjora,0.73
2022-23,Jharkhand,BCCL,Nichitpur,1.73
2022-23,Jharkhand,BCCL,Tetulmari,0.28
2022-23,Jharkhand,BCCL,Basdeopur,0.14
2022-23,Jharkhand,BCCL,Gondudih/K.Kusunda,1.92
2022-23,Jharkhand,BCCL,New Godhur-Kusunda-Alkusa,1.03
2022-23,Jharkhand,BCCL,Amagamated Dhansar-Industry,0.64
2022-23,Jharkhand,BCCL,Ena,2.55
2022-23,Jharkhand,BCCL,Gopalichuck,0.17
2022-23,Jharkhand,BCCL,Bastacolla,1.81
2022-23,Jharkhand,BCCL,Kuya,2.72
2022-23,Jharkhand,BCCL,ROCP/S. Jharia,1.64
2022-23,Jharkhand,BCCL,NTST-Jeenagora,6.05
2022-23,Jharkhand,BCCL,Bhowra(S),0.36
2022-23,Jharkhand,BCCL,Bhowra(N),0.00
2022-23,Jharkhand,BCCL,Amalgameted Sudamdih-Patherdih,0.43
2022-23,Jharkhand,BCCL,Basantimata -Dahibari,0.63
2022-23,Jharkhand,BCCL,Moonidih,0.55
2022-23,West Bengal,BCCL,Damagoria OCP,0.00
2022-23,Maharashtra,BSIL,Marki Mangli -III,0.20
2022-23,Madhya Pradesh,BSMPL,Gotitoria (East & West),0.02
2022-23,Jharkhand,CCL,Bhurkunda,0.00
2022-23,Jharkhand,CCL,Bhurkunda (Sangum),0.41
2022-23,Jharkhand,CCL,Central Saunda,0.00
2022-23,Jharkhand,CCL,Saunda (Ncdc),0.00
2022-23,Jharkhand,CCL,Sayal `D',0.17
2022-23,Jharkhand,CCL,Urimari,0.00
2022-23,Jharkhand,CCL,Urimari,0.76
2022-23,Jharkhand,CCL,North Urimari/Birsa-OC,4.20
2022-23,Jharkhand,CCL,Gidi `A',0.23
2022-23,Jharkhand,CCL,Gidi `C',0.48
2022-23,Jharkhand,CCL,Religara,0.50
2022-23,Jharkhand,CCL,Sirka,0.00
2022-23,Jharkhand,CCL,Manki/Churi,0.71
2022-23,Jharkhand,CCL,Dakra Bukbuka,0.48
2022-23,Jharkhand,CCL,K. Dewarkhand,0.43
2022-23,Jharkhand,CCL,Purnadih,0.73
2022-23,Jharkhand,CCL,Rohini,0.31
2022-23,Jharkhand,CCL,Rajhara,0.00
2022-23,Jharkhand,CCL,Tetaria Khar,0.91
2022-23,Jharkhand,CCL,Ashoka,10.72
2022-23,Jharkhand,CCL,Magadh OCP,15.58
2022-23,Jharkhand,CCL,Amrapali OCP,18.00
2022-23,Jharkhand,CCL,Rajrappa Project,1.33
2022-23,Jharkhand,CCL,Sarubera Colliery,0.00
2022-23,Jharkhand,CCL,Chainpur(Sarubera) Colly.,0.00
2022-23,Jharkhand,CCL,ARA Reorganisation,0.00
2022-23,Jharkhand,CCL,Kuju Colliery,0.00
2022-23,Jharkhand,CCL,Hesagoda,0.00
2022-23,Jharkhand,CCL,Topa Marginal Scheme,0.82
2022-23,Jharkhand,CCL,Pindra Colliery,0.00
2022-23,Jharkhand,CCL,Pundi,0.00
2022-23,Jharkhand,CCL,Karma,0.72
2022-23,Jharkhand,CCL,Parej East OCP,0.42
2022-23,Jharkhand,CCL,Kedla UG,0.00
2022-23,Jharkhand,CCL,Kedla (OC),0.00
2022-23,Jharkhand,CCL,Tapin North,2.06
2022-23,Jharkhand,CCL,Tapin South,1.10
2022-23,Jharkhand,CCL,Jharkhand OCP,0.37
2022-23,Jharkhand,CCL,Laiyo,0.00
2022-23,Jharkhand,CCL,Bokaro OC (Bermo),0.31
2022-23,Jharkhand,CCL,Kargali OC,0.00
2022-23,Jharkhand,CCL,Karo-I OC,1.52
2022-23,Jharkhand,CCL,AKK OCP,6.32
2022-23,Jharkhand,CCL,Kabribad OC,0.00
2022-23,Jharkhand,CCL,Giridih OC,0.20
2022-23,Jharkhand,CCL,Aadocm,2.47
2022-23,Jharkhand,CCL,SD OC Mine,1.38
2022-23,Jharkhand,CCL,Tarmi,0.00
2022-23,Jharkhand,CCL,Dhori Khas(UG),0.13
2022-23,Jharkhand,CCL,Kathara Colly.,0.29
2022-23,Jharkhand,CCL,Jarangdih OC.,0.87
2022-23,Jharkhand,CCL,NEW SWANG COLLY.,1.14
2022-23,Jharkhand,CCL,"Govindpur,",0.03
2022-23,West Bengal,CESC,Sarisatolli Coal Mine,1.80
2022-23,Chhattisgarh,CSPGCL,Gare Palma Sector III,3.62
2022-23,West Bengal,DPL,Trans Damodar Coal Mine,0.55
2022-23,Jharkhand,DVC_B,DVC Bermo Mines,0.00
2022-23,Jharkhand,DVC_T,DVC Tubed Mines,0.03
2022-23,Jharkhand,ECL,Madhaipur Colliery,0.07
2022-23,Jharkhand,ECL,Badjna Colliery,0.09
2022-23,Jharkhand,ECL,Hariajam,0.04
2022-23,Jharkhand,ECL,Khoodia,0.00
2022-23,Jharkhand,ECL,Lakhimata,0.05
2022-23,Jharkhand,ECL,Shampur B,0.05
2022-23,Jharkhand,ECL,Kumardhubi Colliery,0.02
2022-23,Jharkhand,ECL,Nirsha,0.30
2022-23,Jharkhand,ECL,Kapasara,0.13
2022-23,Jharkhand,ECL,Rajpura,0.07
2022-23,Jharkhand,ECL,Barmuri,0.50
2022-23,Jharkhand,ECL,Gopinathpur,0.01
2022-23,Jharkhand,ECL,Chapapur-II,0.39
2022-23,Jharkhand,ECL,Chitra East OCP,1.03
2022-23,Jharkhand,ECL,Rajmahal OCP,5.38
2022-23,Jharkhand,ECL,Hurra'C',0.24
2022-23,West Bengal,ECL,Pandaveswar UG,0.08
2022-23,West Bengal,ECL,Mandarboni & South Samla,0.06
2022-23,West Bengal,ECL,Khottadih UG,0.54
2022-23,West Bengal,ECL,Khottadih OCP,0.53
2022-23,West Bengal,ECL,Dalurband OC Patch,0.16
2022-23,West Bengal,ECL,Khandra Colliery,0.10
2022-23,West Bengal,ECL,Bankola Colliery,0.19
2022-23,West Bengal,ECL,Shyam Sundarpur Colliery,0.66
2022-23,West Bengal,ECL,Kumardihi-A Colliery,0.09
2022-23,West Bengal,ECL,Nakrakonda-Kumardihi-B,1.77
2022-23,West Bengal,ECL,Tilaboni Colliery,0.13
2022-23,West Bengal,ECL,Sankarpur Colliery,0.22
2022-23,West Bengal,ECL,Jhanjra Project,2.92
2022-23,West Bengal,ECL,Madhusudanpur 7 Pit Colliery,0.03
2022-23,West Bengal,ECL,Naba Kajora Colliery,0.00
2022-23,West Bengal,ECL,Porascol East Colliery,0.08
2022-23,West Bengal,ECL,Porascol West Colliery,0.07
2022-23,West Bengal,ECL,Jambad UG Colliery,0.14
2022-23,West Bengal,ECL,Khas Kajora Colliery,0.17
2022-23,West Bengal,ECL,Central Kajora Colliery,0.09
2022-23,West Bengal,ECL,Jambad OCP,0.58
2022-23,West Bengal,ECL,Madhabpur & Madhabpur OC (H),0.03
2022-23,West Bengal,ECL,Sonepur Bazari Project,12.00
2022-23,West Bengal,ECL,New Kenda Colliery,0.01
2022-23,West Bengal,ECL,Bahula Colliery,0.05
2022-23,West Bengal,ECL,Lower Kenda Colliery,0.05
2022-23,West Bengal,ECL,Chora 7&9 Pits Colliery,0.06
2022-23,West Bengal,ECL,Chora 10 Pit Colliery,0.04
2022-23,West Bengal,ECL,Chora Block Incline UG & Shankarpur OC (D) & Banbahal(H),0.38
2022-23,West Bengal,ECL,Siduli Colliery,0.06
2022-23,West Bengal,ECL,C L Jambad Colliery,0.01
2022-23,West Bengal,ECL,Amritnagar Colliery,0.06
2022-23,West Bengal,ECL,Kunustoria Colliery,0.10
2022-23,West Bengal,ECL,Belbaid Colliery,0.04
2022-23,West Bengal,ECL,Parasea Colliery,0.11
2022-23,West Bengal,ECL,Bansra Colliery,0.17
2022-23,West Bengal,ECL,North Searsole OC Colliery,0.37
2022-23,West Bengal,ECL,Nimcha Colliery & Nimcha OC(Amkola)(H),0.39
2022-23,West Bengal,ECL,J. K. Nagar Colliery,0.16
2022-23,West Bengal,ECL,Pure Searsole Colliery,0.04
2022-23,West Bengal,ECL,Satgram Project,0.05
2022-23,West Bengal,ECL,Satgram Incline,0.03
2022-23,West Bengal,ECL,Chapuikhas Colliery,0.02
2022-23,West Bengal,ECL,Kalidaspur Project,0.06
2022-23,West Bengal,ECL,Ningah Colliery,0.02
2022-23,West Bengal,ECL,Ningha (SSI) OC,0.02
2022-23,West Bengal,ECL,Bhanora West Block colliery & Bhanora OC patch (H),0.03
2022-23,West Bengal,ECL,Kalipahari OC (H) A,0.08
2022-23,West Bengal,ECL,Bonjemihari (Extn),0.14
2022-23,West Bengal,ECL,Dabor Ph-II & III OC,0.17
2022-23,West Bengal,ECL,Mohanpur (Expn),1.08
2022-23,West Bengal,ECL,Gourangdhi Extn OC,0.20
2022-23,West Bengal,ECL,Gourandi Begunia,1.32
2022-23,West Bengal,ECL,Itapara OC Patch,0.30
2022-23,West Bengal,ECL,Parbelia Colliery,0.05
2022-23,West Bengal,ECL,Chinakuri - III Colliery,0.07
2022-23,West Bengal,ECL,Bejdih Colliery,0.04
2022-23,West Bengal,ECL,Methani Colliery,0.05
2022-23,West Bengal,ECL,Patmohana Colliery,0.04
2022-23,West Bengal,ECL,Dhemomain Incl Colliery,0.02
2022-23,West Bengal,ECL,Dhemomain Pit Colliery,0.03
2022-23,West Bengal,ECL,Narsamuda Colliery,0.05
2022-23,West Bengal,ECL,Dubeswari Colliery,0.05
2022-23,Odisha,GMR,Talabira I,NA
2022-23,Chhattisgarh,HIL_GP_IV/4,Gare Palma IV/4 Coal Mine,0.56
2022-23,Chhattisgarh,HIL_GP_IV/5,Gare Palma IV/5 Coal Mine,0.00
2022-23,Jharkhand,HIL_KOC,Kathautia Open Cast Coal Mine,0.13
2022-23,Jharkhand,IISCOC,Chasnalla Colliery,0.06
2022-23,Jharkhand,IISCOJ,Jitpur Colliery,0.01
2022-23,West Bengal,IISCOR,Ramnagar Colliery,0.02
2022-23,J & K,JKML,Metica Coal Mine,0.00
2022-23,J & K,JKML,New Moghla Coal Mine,0.01
2022-23,Chhattisgarh,JPL,Gare Palma IV/1,6.00
2022-23,Madhya Pradesh,JPVL,Amelia (North ) Coal Mine,3.36
2022-23,Jharkhand,JSMDCL,Sikni Open Cast Mine,0.31
2022-23,Maharashtra,KPCL,Baranj,1.61
2022-23,Odisha,MCL,Jagannath OCP,7.50
2022-23,Odisha,MCL,Ananta OCP,17.10
2022-23,Odisha,MCL,Bhubaneswari OCP,30.00
2022-23,Odisha,MCL,Bharatpur,9.25
2022-23,Odisha,MCL,Lingaraj OCP,16.51
2022-23,Odisha,MCL,Kaniha OCP,12.15
2022-23,Odisha,MCL,Balram OCP,7.74
2022-23,Odisha,MCL,Hingula OCP,12.38
2022-23,Odisha,MCL,Nandira Colliery,0.06
2022-23,Odisha,MCL,Lajkura Ocm,4.50
2022-23,Odisha,MCL,Samleswari OCP,6.44
2022-23,Odisha,MCL,Belpahar OCP,7.51
2022-23,Odisha,MCL,Lakhanpur OCP,22.50
2022-23,Odisha,MCL,Basundhara (West),0.95
2022-23,Odisha,MCL,Kulda OCP Balinga,21.00
2022-23,Odisha,MCL,Garjanbahal OCP,17.29
2022-23,Odisha,MCL,Hirakhand Bundia Mine,0.19
2022-23,Odisha,MCL,Orient Colliery 1 & 2,0.19
2022-23,Madhya Pradesh,NCL,Amlohri,15.00
2022-23,Madhya Pradesh,NCL,Jayant Project,26.66
2022-23,Madhya Pradesh,NCL,Jhingurda Project,3.25
2022-23,Madhya Pradesh,NCL,Nigahi Project,22.50
2022-23,Madhya Pradesh,NCL,Block-B Project,5.47
2022-23,Uttar Pradesh,NCL,Bina Extn,10.50
2022-23,Uttar Pradesh,NCL,Dudhichua Project,23.03
2022-23,Uttar Pradesh,NCL,Kakri Project,2.26
2022-23,Uttar Pradesh,NCL,Khadia Project,15.00
2022-23,Uttar Pradesh,NCL,Krishnshila OCP,7.50
2022-23,Assam,NEC,Tikak Colliery,0.20
2022-23,Odisha,NLCIL_T-II&III,Talabira II & III,10.03
2022-23,Chhattisgarh,NTPC_CB,Chatti Bariatu Coal Mining Project,0.58
2022-23,Odisha,NTPC_DG,Dulanga Coal Mining Project,7.00
2022-23,Jharkhand,NTPC_PB,Pakri Barwadih,13.23
2022-23,Chhattisgarh,NTPC_TP,Talaipalli Coal Mine,2.40
2022-23,Odisha,OCL,Ardhagram,NA
2022-23,Odisha,OCPL,Manoharpur Coal Mine,8.00
2022-23,Jharkhand,PSPCL,Pachhwara Central Coal Mine,0.51
2022-23,Madhya Pradesh,RCCPL,Sial Ghogri Coal Mine,0.35
2022-23,Chhattisgarh,RRVUNL,Parsa East and Kanta Basan OCM,11.80
2022-23,Jharkhand,SAIL,Tasra Colliery,0.30
2022-23,Telangana,SCCL,Gouthampur Khani OCP,0.59
2022-23,Telangana,SCCL,Jalagam Vengala Rao OC-2,10.00
2022-23,Telangana,SCCL,Kistaram OC,2.00
2022-23,Telangana,SCCL,Koya Gundem OC II,3.00
2022-23,Telangana,SCCL,"Jawahar Khani OC-5,",1.88
2022-23,Telangana,SCCL,Prakasham Khani OC,9.75
2022-23,Telangana,SCCL,Manuguru Opencast,2.10
2022-23,Telangana,SCCL,Kondapuram,0.04
2022-23,Telangana,SCCL,Godavari Khani-1 & 3,0.18
2022-23,Telangana,SCCL,Godavari Khani-2 & 2A,0.24
2022-23,Telangana,SCCL,Godavari Khani-11 Incline,0.84
2022-23,Telangana,SCCL,Godavarikhani v OC,3.46
2022-23,Telangana,SCCL,Vakilpalli,0.35
2022-23,Telangana,SCCL,Ramagundam-OC 3 & OC III,8.16
2022-23,Telangana,SCCL,Ramagundam OC-II Extn,2.41
2022-23,Telangana,SCCL,Ramagundam OC-I Extn. Ph-II,3.30
2022-23,Telangana,SCCL,Kakatiya Khani-1 & 1A Incline,0.25
2022-23,Telangana,SCCL,Kakatiya Khani-5 Incline,0.22
2022-23,Telangana,SCCL,"Kakatiya Khani-6, Incline",0.15
2022-23,Telangana,SCCL,Kakatiya Khani-8 & 8A Incline,0.19
2022-23,Telangana,SCCL,Kakatiya Khani-OC II,1.26
2022-23,Telangana,SCCL,Kakatiya Khani-OC-III,0.78
2022-23,Telangana,SCCL,Adriyala Saft Project,1.71
2022-23,Telangana,SCCL,Khairagura OC,2.92
2022-23,Telangana,SCCL,"Shanthi Khani,",0.07
2022-23,Telangana,SCCL,Kalyan Khani-1 Incline,0.13
2022-23,Telangana,SCCL,Kalyan Khani-5 Incline,0.17
2022-23,Telangana,SCCL,Kasipet 1 Incline,0.11
2022-23,Telangana,SCCL,Ravindra Khani-1A Incline,0.07
2022-23,Telangana,SCCL,Kasipet 2 Incline,0.07
2022-23,Telangana,SCCL,Ramakrishnapur OC,1.88
2022-23,Telangana,SCCL,Kalyan Khani OC,1.85
2022-23,Telangana,SCCL,Ravindra Khani-5 Incline,0.30
2022-23,Telangana,SCCL,Ravindra Khani-6 Incline,0.21
2022-23,Telangana,SCCL,"Ravindra Khani-7,Incline",0.34
2022-23,Telangana,SCCL,"Ravindra Khani-New Tech,",0.18
2022-23,Telangana,SCCL,"Srirampur-1, Incline",0.30
2022-23,Telangana,SCCL,Srirampur-3 & 3A Incline,0.40
2022-23,Telangana,SCCL,"Indaram Khani-1A, Incline",0.48
2022-23,Telangana,SCCL,Srirampur OC,3.10
2022-23,Telangana,SCCL,Indaram Khani-OC,1.50
2022-23,Telangana,SCCL,"PVK-5 Incline,",0.21
2022-23,Chhattisgarh,SECL,West Jhagrakhand,0.12
2022-23,Chhattisgarh,SECL,Hakdibari,0.66
2022-23,Chhattisgarh,SECL,N.C.P.H. Colliery (NEW),0.24
2022-23,Chhattisgarh,SECL,Chirimiri Bartunga Hill,0.11
2022-23,Chhattisgarh,SECL,Raniatari,0.48
2022-23,Chhattisgarh,SECL,Kurasia UG,0.19
2022-23,Chhattisgarh,SECL,Chirimiri,0.70
2022-23,Chhattisgarh,SECL,Vijay West,0.50
2022-23,Chhattisgarh,SECL,Churcha West,1.03
2022-23,Chhattisgarh,SECL,Katkona 1& 2,0.25
2022-23,Chhattisgarh,SECL,Pandavpara Colliery,0.22
2022-23,Chhattisgarh,SECL,Jhilimili Colliery,0.31
2022-23,Chhattisgarh,SECL,Kumda 7 & 8,0.02
2022-23,Chhattisgarh,SECL,Balrampur,0.10
2022-23,Chhattisgarh,SECL,Rehar,0.07
2022-23,Chhattisgarh,SECL,Gayatri,0.19
2022-23,Chhattisgarh,SECL,Amera,0.00
2022-23,Chhattisgarh,SECL,Amgaon,0.74
2022-23,Chhattisgarh,SECL,Ketki,0.00
2022-23,Chhattisgarh,SECL,Bhatgaon,0.23
2022-23,Chhattisgarh,SECL,Shivani,0.18
2022-23,Chhattisgarh,SECL,Navapara,0.08
2022-23,Chhattisgarh,SECL,Jaganathpur,2.26
2022-23,Chhattisgarh,SECL,Manikpur,5.25
2022-23,Chhattisgarh,SECL,Rajgamar- 6 & 7,0.03
2022-23,Chhattisgarh,SECL,Surakachhar,0.06
2022-23,Chhattisgarh,SECL,Balgi,0.07
2022-23,Chhattisgarh,SECL,Dhelwadih Colliery,0.12
2022-23,Chhattisgarh,SECL,Singhali Colliery,0.13
2022-23,Chhattisgarh,SECL,Bagdeva,0.34
2022-23,Chhattisgarh,SECL,Saraipali,1.57
2022-23,Chhattisgarh,SECL,Gevra,52.50
2022-23,Chhattisgarh,SECL,Dipka,32.15
2022-23,Chhattisgarh,SECL,Kusmunda Project,43.05
2022-23,Chhattisgarh,SECL,Baroud OC,3.50
2022-23,Chhattisgarh,SECL,Chhal,3.85
2022-23,Chhattisgarh,SECL,Jampali,3.00
2022-23,Chhattisgarh,SECL,Bijari OC,0.76
2022-23,Madhya Pradesh,SECL,Bangwar,0.65
2022-23,Madhya Pradesh,SECL,Rajendra,0.16
2022-23,Madhya Pradesh,SECL,Sharda Highwall,0.66
2022-23,Madhya Pradesh,SECL,Dhanpuri,0.52
2022-23,Madhya Pradesh,SECL,Amlai OC,2.03
2022-23,Madhya Pradesh,SECL,Damini,0.28
2022-23,Madhya Pradesh,SECL,Khairaha,0.88
2022-23,Madhya Pradesh,SECL,Rampur Batura,0.05
2022-23,Madhya Pradesh,SECL,Nowrozabad (W),0.10
2022-23,Madhya Pradesh,SECL,PALI,0.11
2022-23,Madhya Pradesh,SECL,Umaria,0.13
2022-23,Madhya Pradesh,SECL,Piparia,0.11
2022-23,Madhya Pradesh,SECL,Vindhya,0.49
2022-23,Madhya Pradesh,SECL,Kanchan OC,0.51
2022-23,Madhya Pradesh,SECL,Jamuna RO,0.06
2022-23,Madhya Pradesh,SECL,Jamuna 9 & 10,0.13
2022-23,Madhya Pradesh,SECL,Meera,0.08
2022-23,Madhya Pradesh,SECL,Bhadra,0.13
2022-23,Madhya Pradesh,SECL,Bartarai,0.16
2022-23,Madhya Pradesh,SECL,Amadand,0.87
2022-23,Madhya Pradesh,SECL,Rajnagar RO,0.19
2022-23,Madhya Pradesh,SECL,Jhiria,0.15
2022-23,Madhya Pradesh,SECL,Bijuri,0.14
2022-23,Madhya Pradesh,SECL,Behraband,0.56
2022-23,Madhya Pradesh,SECL,Kurja/Sheetaldhara,0.64
2022-23,Madhya Pradesh,SECL,Kapildhara,0.13
2022-23,Madhya Pradesh,SECL,Rajnagar,0.00
2022-23,Chhattisgarh,SECL(GP 2&3),Gare Palma IV/2&3,2.05
2022-23,Chhattisgarh,SEML,Gare Palma IV/7,1.20
2022-23,Maharashtra,SIL,Belgaon Coal Mine,0.19
2022-23,Madhya Pradesh,SPL,Moher & Moher Amlohri Ext. OCP,16.31
2022-23,Madhya Pradesh,THDC,Amelia Coal Block,0.31
2022-23,Jharkhand,TSLJH,"Jamadoba Colliery,",0.20
2022-23,Jharkhand,TSLJH,"6 & 7 Pits Colliery,",0.00
2022-23,Jharkhand,TSLJH,"Digwadih Colliery,",0.00
2022-23,Jharkhand,TSLJH,"Sijua Colliery,",0.25
2022-23,Jharkhand,TSLJH,"Bhelatand Colliery,",0.23
2022-23,Jharkhand,TSLWB,West Bokaro OC Quarry-AB,0.11
2022-23,Jharkhand,TSLWB,West Bokaro OC Quarry-E,0.12
2022-23,Jharkhand,TSLWB,West Bokaro OC Quarry-SE,4.86
2022-23,Telangana,TSPGCL,Tadicherla 1 OCM,2.50
2022-23,Maharashtra,TUML,Marki Mangli - I Coal Mine,0.18
2022-23,Madhya Pradesh,UTCL,Bicharpur,0.36
2022-23,Odisha,Vedanta,Jamkhani Coal Mine,0.69
2022-23,West Bengal,WBPDCL_B,Barjora Coal Mine,0.50
2022-23,West Bengal,WBPDCL_BN,Barjora (North) Coal Mine,2.01
2022-23,West Bengal,WBPDCL_GB,G & G B Coal Mine,1.20
2022-23,Jharkhand,WBPDCL_PN,Pacchwara North Coal Mine,15.00
2022-23,Madhya Pradesh,WCL,Sarni Mine,0.00
2022-23,Madhya Pradesh,WCL,Tawa Mine,0.29
2022-23,Madhya Pradesh,WCL,Tawa-II,0.46
2022-23,Madhya Pradesh,WCL,Chhatarpur 1,0.41
2022-23,Madhya Pradesh,WCL,Chhatarpur -II,0.13
2022-23,Madhya Pradesh,WCL,Mahadeopuri,0.07
2022-23,Madhya Pradesh,WCL,Nehariya,0.28
2022-23,Madhya Pradesh,WCL,Vishnupuri-II,0.10
2022-23,Madhya Pradesh,WCL,Mathani,0.01
2022-23,Madhya Pradesh,WCL,Dhankasa & Jamunia,0.00
2022-23,Madhya Pradesh,WCL,New Sethia,0.02
2022-23,Madhya Pradesh,WCL,Urdhan,0.70
2022-23,Madhya Pradesh,WCL,Mohan (Mohan OC),0.14
2022-23,Madhya Pradesh,WCL,Mohan (Mohan UG),0.15
2022-23,Madhya Pradesh,WCL,Tandsi,0.09
2022-23,Maharashtra,WCL,Hindustan Lalpeth Colliery No.1,0.00
2022-23,Maharashtra,WCL,Manna Incline,0.01
2022-23,Maharashtra,WCL,Nangaon Incline,0.06
2022-23,Maharashtra,WCL,Durgapur Rayatwari Colly,0.10
2022-23,Maharashtra,WCL,Mahakali Colliery,0.00
2022-23,Maharashtra,WCL,Hindustan Lalpeth OC,1.00
2022-23,Maharashtra,WCL,Durgapur Open Cast,1.73
2022-23,Maharashtra,WCL,Padampur OC,0.01
2022-23,Maharashtra,WCL,Bhatadi OC Mine,1.47
2022-23,Maharashtra,WCL,Ballarpur 3 & 4 Pits,0.11
