Year,State,Company,Producing Mine,Production (in MT)
2022-23,Maharashtra,WCL,Dhoptala OC (Sasti Colliery),0.70
2022-23,Maharashtra,WCL,Ballarpur OCM,0.10
2022-23,Maharashtra,WCL,Sasti Expn. OCM,2.45
2022-23,Maharashtra,WCL,Gouri -Pauni(A) OCM,0.87
2022-23,Maharashtra,WCL,Gouri Deep,0.56
2022-23,Maharashtra,WCL,Paoni II OCM,3.25
2022-23,Maharashtra,WCL,New Majri UG to OC Expn.,1.86
2022-23,Maharashtra,WCL,New Majri -II A OC,2.40
2022-23,Maharashtra,WCL,Amalgamated Yekona I & II,2.75
2022-23,Maharashtra,WCL,Naigaon OCM,1.25
2022-23,Maharashtra,WCL,Neelijay OCM,4.45
2022-23,Maharashtra,WCL,Mungoli OCM,4.31
2022-23,Maharashtra,WCL,Kolgaon OC,0.60
2022-23,Maharashtra,WCL,Penganga OC,5.71
2022-23,Maharashtra,WCL,Ghugus OCM,0.00
2022-23,Maharashtra,WCL,Rajur UG,0.05
2022-23,Maharashtra,WCL,Ukni OC,1.75
2022-23,Maharashtra,WCL,"Pimpalgaon,",0.00
2022-23,Maharashtra,WCL,"Kolarpimpri,",1.50
2022-23,Maharashtra,WCL,"Junad,",0.63
2022-23,Maharashtra,WCL,"Ghonsa,",0.46
2022-23,Maharashtra,WCL,Silewara Colliery,0.05
2022-23,Maharashtra,WCL,Patansaongi Colliery,0.04
2022-23,Maharashtra,WCL,Saoner Mine-I,0.16
2022-23,Maharashtra,WCL,Saoner Mine - II,0.15
2022-23,Maharashtra,WCL,Saoner Mine - III,0.13
2022-23,Maharashtra,WCL,Adasa,0.24
2022-23,Maharashtra,WCL,Amalgamated Inder Kamptee OCM,2.51
2022-23,Maharashtra,WCL,Kamptee UG to OC,0.00
2022-23,Maharashtra,WCL,Amalgamated Gondegaon Ghatrohana,3.50
2022-23,Maharashtra,WCL,Bhanegaon OCM,0.40
2022-23,Maharashtra,WCL,Singori OC,1.20
2022-23,Maharashtra,WCL,MKD-III OC MINE,3.00
2022-23,Maharashtra,WCL,Umrer OC Mine,3.81
2022-23,Maharashtra,WCL,Makardhokra-I OC Expansion Mine,4.20
2022-23,Maharashtra,WCL,Gokul OC Mine + Gokul Extn.,1.88
2022-23,Maharashtra,WCL,Murpar UG,0.02
All India Total Production,All India Total Production,All India Total Production,All India Total Production,893.19
2023-24,West Bengal,ECL,Madhaipur UG/Madhaipur OC,0.16
2023-24,West Bengal,ECL,Pandaveswar UG,0.08
2023-24,West Bengal,ECL,Mandarboni,0.07
2023-24,West Bengal,ECL,South Samla,NA
2023-24,West Bengal,ECL,Khottadih UG,0.52
2023-24,West Bengal,ECL,Khottadih OCP,0.44
2023-24,West Bengal,ECL,Dalurband OC,0.73
2023-24,West Bengal,ECL,Khandra Colliery,0.09
2023-24,West Bengal,ECL,Bankola Colliery,0.16
2023-24,West Bengal,ECL,Shyam Sundarpur Colliery,0.72
2023-24,West Bengal,ECL,Kumardihi-A Colliery,0.09
2023-24,West Bengal,ECL,Nakrakonda -Kumardihi 'B' UG,1.51
2023-24,West Bengal,ECL,Tilaboni Colliery,0.12
2023-24,West Bengal,ECL,Sankarpur Colliery,0.19
2023-24,West Bengal,ECL,Jhanjra Project Colliery,2.66
2023-24,West Bengal,ECL,Madhusudanpur 7 Pit & Incline,0.02
2023-24,West Bengal,ECL,Nabakajora Colliery,0.00
2023-24,West Bengal,ECL,Porascol East Colliery,0.07
2023-24,West Bengal,ECL,Porascol West Colliery,0.06
2023-24,West Bengal,ECL,Jambad UG Colliery,0.11
2023-24,West Bengal,ECL,Khas Kajora Colliery,0.14
2023-24,West Bengal,ECL,Central Kajora Colliery,0.07
2023-24,West Bengal,ECL,Jambad OCP,0.47
2023-24,West Bengal,ECL,Madhabpur UG & Madhabpur OC,0.04
2023-24,West Bengal,ECL,Sonepur Bazari Project OCM,12.37
2023-24,West Bengal,ECL,New Kenda Colliery,0.62
2023-24,West Bengal,ECL,Bahula Colliery,0.05
2023-24,West Bengal,ECL,Lower Kenda Colliery,0.05
2023-24,West Bengal,ECL,Chora 7&9 Pits Colliery,0.06
2023-24,West Bengal,ECL,Chora 10 Pit Colliery,0.04
2023-24,West Bengal,ECL,Chora Block Incline UG & Shankarpur OC & Banbahal OC,0.28
2023-24,West Bengal,ECL,Siduli Colliery,0.05
2023-24,West Bengal,ECL,C L Jambad Colliery,0.03
2023-24,West Bengal,ECL,Amritnagar Colliery,0.05
2023-24,West Bengal,ECL,Kunustoria Colliery,0.08
2023-24,West Bengal,ECL,Belbaid Colliery,0.04
2023-24,West Bengal,ECL,Parasea Colliery,0.11
2023-24,West Bengal,ECL,Bansra Colliery,0.13
2023-24,West Bengal,ECL,North Searsole OC Colliery,1.06
2023-24,West Bengal,ECL,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",0.59
2023-24,West Bengal,ECL,J. K. Nagar Colliery,0.14
2023-24,West Bengal,ECL,Pure Searsole Colliery,0.04
2023-24,West Bengal,ECL,Satgram Project,0.03
2023-24,West Bengal,ECL,Satgram Incline,0.03
2023-24,West Bengal,ECL,Chapuikhas Colliery,0.02
2023-24,West Bengal,ECL,Kalidaspur Project,0.08
2023-24,West Bengal,ECL,Ningah Colliery,0.02
2023-24,West Bengal,ECL,Ningha (SSI) OC,0.20
2023-24,West Bengal,ECL,Bhanora West Block colliery & Bhanora OC patch (H),0.03
2023-24,West Bengal,ECL,Charanpur OCP,0.05
2023-24,West Bengal,ECL,Bonjemehari OC (Extn),0.32
2023-24,West Bengal,ECL,Dabor Ph-II & III OC,0.34
2023-24,West Bengal,ECL,Mohanpur (Expn),2.00
2023-24,West Bengal,ECL,Gourangdih Extn OC,0.74
2023-24,West Bengal,ECL,Gourandi Begunia,1.41
2023-24,West Bengal,ECL,Itapara OC Patch,0.21
2023-24,West Bengal,ECL,Parbelia Colliery,0.04
2023-24,West Bengal,ECL,Chinakuri Mine III,0.07
2023-24,West Bengal,ECL,Bejdih Colliery,0.04
2023-24,West Bengal,ECL,Methani Colliery,0.05
2023-24,West Bengal,ECL,Patmohana Colliery,0.05
2023-24,West Bengal,ECL,Dhemomain Incl Colliery,0.02
2023-24,West Bengal,ECL,Dhemomain Pit Colliery,0.03
2023-24,West Bengal,ECL,Narsamuda Colliery,0.05
2023-24,West Bengal,ECL,Dubeswari Colliery,0.05
2023-24,Jharkhand,ECL,Badjna Colliery,0.11
2023-24,Jharkhand,ECL,Hariajam,0.05
2023-24,Jharkhand,ECL,Khoodia,0.03
2023-24,Jharkhand,ECL,Lakhimata,0.06
2023-24,Jharkhand,ECL,Shampur B,0.05
2023-24,Jharkhand,ECL,Kumardhubi Colliery,0.02
2023-24,Jharkhand,ECL,Nirsha,0.15
2023-24,Jharkhand,ECL,Kapasara,0.04
2023-24,Jharkhand,ECL,Rajpura,0.08
2023-24,Jharkhand,ECL,Barmuri,0.51
2023-24,Jharkhand,ECL,Gopinathpur,0.00
2023-24,Jharkhand,ECL,Chapapur-II & Chappapur 10 Quarry (OC),0.45
2023-24,Jharkhand,ECL,Chitra East OCP,1.76
2023-24,Jharkhand,ECL,Rajmahal OCP,12.05
2023-24,Jharkhand,ECL,Hurra'C',2.07
2023-24,Jharkhand,BCCL,Damoda,0.56
2023-24,Jharkhand,BCCL,AMP Colliery,4.86
2023-24,Jharkhand,BCCL,Amalgamated BOCP,5.36
2023-24,Jharkhand,BCCL,Kharkharee,0.01
2023-24,Jharkhand,BCCL,Maheshpur,0.03
2023-24,Jharkhand,BCCL,Jogidih,0.01
2023-24,Jharkhand,BCCL,ABGC,0.23
2023-24,Jharkhand,BCCL,NAKC,0.71
2023-24,Jharkhand,BCCL,AKWMC,3.10
2023-24,Jharkhand,BCCL,AGKCC,0.02
2023-24,Jharkhand,BCCL,Mudidih,0.82
2023-24,Jharkhand,BCCL,Kankanee,0.33
2023-24,Jharkhand,BCCL,Sendra Bansjora,0.60
2023-24,Jharkhand,BCCL,Nichitpur,1.79
2023-24,Jharkhand,BCCL,Tetulmari,0.32
2023-24,Jharkhand,BCCL,Basdeopur,0.14
2023-24,Jharkhand,BCCL,E.Basuria,0.14
2023-24,Jharkhand,BCCL,Gondudih/Khas Kusunda,1.45
2023-24,Jharkhand,BCCL,New Godhur-Kusunda-Alkusa,1.21
2023-24,Jharkhand,BCCL,Amagamated Dhansar-Industry,0.79
2023-24,Jharkhand,BCCL,Ena,3.00
2023-24,Jharkhand,BCCL,Gopalichuck,0.36
2023-24,Jharkhand,BCCL,Bastacolla,2.10
2023-24,Jharkhand,BCCL,Kuya,2.80
2023-24,Jharkhand,BCCL,ROCP/S. Jharia,2.16
2023-24,Jharkhand,BCCL,NTST-Jeenagora,4.77
2023-24,Jharkhand,BCCL,Joyrampur,0.71
2023-24,Jharkhand,BCCL,Kujama,0.59
2023-24,Jharkhand,BCCL,Bhowra(S),0.71
2023-24,Jharkhand,BCCL,Amalgameted Sudamdih-Patherdih,0.41
2023-24,Jharkhand,BCCL,Basantimata -Dahibari,0.55
2023-24,Jharkhand,BCCL,Moonidih,0.48
2023-24,Jharkhand,CCL,Bhurkunda (Sangum),0.14
2023-24,Jharkhand,CCL,Sayal `D',1.01
2023-24,Jharkhand,CCL,Urimari,0.79
2023-24,Jharkhand,CCL,North Urimari/Birsa-OC,4.20
2023-24,Jharkhand,CCL,Gidi `A',0.49
2023-24,Jharkhand,CCL,Gidi `C',0.60
2023-24,Jharkhand,CCL,Religara,0.50
2023-24,Jharkhand,CCL,Sirka,0.12
2023-24,Jharkhand,CCL,Manki/Churi,0.63
2023-24,Jharkhand,CCL,Dakra Bukbuka,0.29
2023-24,Jharkhand,CCL,K. Dewarkhand,0.86
2023-24,Jharkhand,CCL,Purnadih,0.59
2023-24,Jharkhand,CCL,Rohini,0.04
2023-24,Jharkhand,CCL,Rajhara,0.00
2023-24,Jharkhand,CCL,Tetaria Khar,1.03
2023-24,Jharkhand,CCL,Ashoka,9.85
2023-24,Jharkhand,CCL,Magadh OCP,20.00
2023-24,Jharkhand,CCL,Amrapali OCP,22.58
2023-24,Jharkhand,CCL,Rajrappa Project,1.30
2023-24,Jharkhand,CCL,Chainpur(Sarubera) Colly.,0.00
2023-24,Jharkhand,CCL,Topa Marginal Scheme,0.82
2023-24,Jharkhand,CCL,Pindra Colliery,0.00
2023-24,Jharkhand,CCL,Pundi,0.00
2023-24,Jharkhand,CCL,Karma,0.86
2023-24,Jharkhand,CCL,Parej East OCP,0.40
2023-24,Jharkhand,CCL,Kedla (OC),0.00
2023-24,Jharkhand,CCL,Tapin North,2.22
2023-24,Jharkhand,CCL,Tapin South,1.43
2023-24,Jharkhand,CCL,Jharkhand OCP,0.41
2023-24,Jharkhand,CCL,Bokaro OC (Bermo),0.33
2023-24,Jharkhand,CCL,Karo-I OC,1.32
2023-24,Jharkhand,CCL,AKK OCP,5.36
2023-24,Jharkhand,CCL,Kabribad OC,0.41
2023-24,Jharkhand,CCL,Giridih OC,0.00
2023-24,Jharkhand,CCL,Aadocm,2.61
2023-24,Jharkhand,CCL,SD OC Mine,1.58
2023-24,Jharkhand,CCL,Tarmi,0.28
2023-24,Jharkhand,CCL,Dhori Khas(UG),0.14
2023-24,Jharkhand,CCL,Kathara Colly.,0.42
2023-24,Jharkhand,CCL,Jarangdih OC.,1.48
2023-24,Jharkhand,CCL,Govindpur Ph-II OCP,0.94
2023-24,Jharkhand,CCL,"Govindpur,",0.02
2023-24,Madhya Pradesh,NCL,Amlohri,15.00
2023-24,Uttar Pradesh,NCL,Bina Extn,10.50
2023-24,Uttar Pradesh,NCL,Dudhichua Project,25.00
2023-24,Madhya Pradesh,NCL,Jayant Project,30.00
2023-24,Madhya Pradesh,NCL,Jhingurda Project,3.34
2023-24,Uttar Pradesh,NCL,Kakri Project,1.84
2023-24,Uttar Pradesh,NCL,Khadia Project,15.00
2023-24,Madhya Pradesh,NCL,Nigahi Project,22.50
2023-24,Uttar Pradesh,NCL,Krishnshila OCP,7.50
2023-24,Madhya Pradesh,NCL,Block-B Project,5.47
2023-24,Maharashtra,WCL,Hindustan Lalpeth Colliery No.1,0.00
2023-24,Maharashtra,WCL,Manna Incline,0.00
2023-24,Maharashtra,WCL,Nandgaon Incline,0.06
2023-24,Maharashtra,WCL,Durgapur Rayatwari Colly,0.10
2023-24,Maharashtra,WCL,Mahakali Colliery,0.00
2023-24,Maharashtra,WCL,Hindustan Lalpeth OC,1.00
2023-24,Maharashtra,WCL,Durgapur Open Cast,2.50
2023-24,Maharashtra,WCL,Bhatadi OC Mine,0.85
2023-24,Maharashtra,WCL,Ballarpur 3 & 4 Pits,0.07
2023-24,Maharashtra,WCL,Dhoptala OC (Sasti Colliery),1.68
2023-24,Maharashtra,WCL,Ballarpur OCM,0.63
2023-24,Maharashtra,WCL,Sasti Expn. OCM,1.89
2023-24,Maharashtra,WCL,Gouri -Pauni(A) OCM,2.57
2023-24,Maharashtra,WCL,Gouri Deep,0.38
2023-24,Maharashtra,WCL,Paoni II OCM,3.25
2023-24,Maharashtra,WCL,New Majri UG to OC Expn.,1.53
2023-24,Maharashtra,WCL,New Majri - I(A) & II Extn. (A) OC,2.50
2023-24,Maharashtra,WCL,Amalgamated Yekona I & II,2.75
2023-24,Maharashtra,WCL,Naigaon OCM,1.25
2023-24,Maharashtra,WCL,Neelijay OCM,4.50
2023-24,Maharashtra,WCL,Mungoli OCM,5.25
2023-24,Maharashtra,WCL,Kolgaon OC,0.60
2023-24,Maharashtra,WCL,Penganga OC,4.81
2023-24,Maharashtra,WCL,Rajur UG,0.06
2023-24,Maharashtra,WCL,Ukni OC,1.84
2023-24,Maharashtra,WCL,"Kolarpimpri,",1.50
2023-24,Maharashtra,WCL,"Junad,",0.46
2023-24,Maharashtra,WCL,"Ghonsa,",0.60
2023-24,Maharashtra,WCL,Silewara Colliery,0.07
2023-24,Maharashtra,WCL,Patansaongi Colliery,0.04
2023-24,Maharashtra,WCL,Saoner Mine-I,0.19
2023-24,Maharashtra,WCL,Saoner Mine - II,0.18
2023-24,Maharashtra,WCL,Saoner Mine - III,0.14
2023-24,Maharashtra,WCL,Adasa (UG to OC),0.72
2023-24,Maharashtra,WCL,Amalgamated Inder Kamptee OCM,3.09
2023-24,Maharashtra,WCL,Amalgamated Gondegaon Ghatrohana,3.50
2023-24,Maharashtra,WCL,Bhanegaon OCM,1.15
2023-24,Maharashtra,WCL,Singori OC,1.20
2023-24,Maharashtra,WCL,Makardhokra-III OC MINE,4.43
2023-24,Maharashtra,WCL,Umrer OC Mine,3.11
2023-24,Maharashtra,WCL,Makardhokra-I OC Expansion Mine,4.20
2023-24,Maharashtra,WCL,Gokul OC Mine + Gokul Extn.,1.81
2023-24,Madhya Pradesh,WCL,Tawa Mine,0.28
2023-24,Madhya Pradesh,WCL,Tawa-II,0.42
2023-24,Madhya Pradesh,WCL,Chhatarpur 1,0.65
2023-24,Madhya Pradesh,WCL,Chhatarpur -II,0.05
2023-24,Madhya Pradesh,WCL,Mahadeopuri,0.03
2023-24,Madhya Pradesh,WCL,Nehariya,0.25
2023-24,Madhya Pradesh,WCL,Vishnupuri-II,0.09
2023-24,Madhya Pradesh,WCL,Mathani,0.09
2023-24,Madhya Pradesh,WCL,Dhankasa & Jamunia,0.00
2023-24,Madhya Pradesh,WCL,Chhinda,0.00
2023-24,Madhya Pradesh,WCL,Urdhan,0.70
2023-24,Madhya Pradesh,WCL,Mohan (Mohan OC),0.00
2023-24,Madhya Pradesh,WCL,Mohan (Mohan UG),0.04
2023-24,Madhya Pradesh,WCL,Tandsi,0.04
2023-24,Madhya Pradesh,WCL,Sharda UG,0.04
2023-24,Madhya Pradesh,SECL,Bangwar,0.65
2023-24,Madhya Pradesh,SECL,Rajendra,0.16
2023-24,Madhya Pradesh,SECL,Sharda Highwall,0.71
2023-24,Madhya Pradesh,SECL,Dhanpuri,0.13
2023-24,Madhya Pradesh,SECL,Amlai OC,2.03
2023-24,Madhya Pradesh,SECL,Damini,0.27
2023-24,Madhya Pradesh,SECL,Khairaha,0.88
2023-24,Madhya Pradesh,SECL,Rampur Batura,1.22
2023-24,Madhya Pradesh,SECL,Nowrozabad (W),0.10
2023-24,Madhya Pradesh,SECL,Pali,0.09
2023-24,Madhya Pradesh,SECL,Umaria,0.12
2023-24,Madhya Pradesh,SECL,Piparia,0.08
2023-24,Madhya Pradesh,SECL,Vindhya,0.47
2023-24,Madhya Pradesh,SECL,Kanchan OC,0.91
2023-24,Madhya Pradesh,SECL,Jamuna RO,0.01
2023-24,Madhya Pradesh,SECL,Jamuna 9 & 10,0.13
2023-24,Madhya Pradesh,SECL,Meera,0.08
2023-24,Madhya Pradesh,SECL,Bhadra,0.10
2023-24,Madhya Pradesh,SECL,Bartarai,0.17
2023-24,Madhya Pradesh,SECL,Amadand,1.38
2023-24,Chhattisgarh,SECL,West Jhagrakhand,0.08
2023-24,Chhattisgarh,SECL,Haldibari,0.59
2023-24,Madhya Pradesh,SECL,Rajnagar RO,0.13
2023-24,Madhya Pradesh,SECL,Jhiria,0.19
2023-24,Madhya Pradesh,SECL,Bijuri,0.09
2023-24,Madhya Pradesh,SECL,Behraband,0.60
2023-24,Madhya Pradesh,SECL,Kurja/Sheetaldhara,0.78
2023-24,Madhya Pradesh,SECL,Kapildhara,0.03
2023-24,Madhya Pradesh,SECL,Rajnagar,0.63
2023-24,Chhattisgarh,SECL,N.C.P.H. Colliery (NEW),0.27
2023-24,Chhattisgarh,SECL,Bartunga Hill,0.08
2023-24,Chhattisgarh,SECL,Raniatari,0.48
2023-24,Chhattisgarh,SECL,Kurasia UG,0.20
2023-24,Chhattisgarh,SECL,Chirimiri,0.96
2023-24,Chhattisgarh,SECL,Vijay West,0.50
2023-24,Chhattisgarh,SECL,Churcha RO,1.41
2023-24,Chhattisgarh,SECL,Katkona 1 & 2,0.22
2023-24,Chhattisgarh,SECL,Pandavpara Colliery,0.25
2023-24,Chhattisgarh,SECL,Jhilimili Colliery,0.37
2023-24,Chhattisgarh,SECL,Kumda 7 & 8,0.01
2023-24,Chhattisgarh,SECL,Balrampur,0.12
2023-24,Chhattisgarh,SECL,Rehar,0.03
2023-24,Chhattisgarh,SECL,Gayatri,0.58
2023-24,Chhattisgarh,SECL,Amera,0.28
2023-24,Chhattisgarh,SECL,Amgaon,1.00
2023-24,Chhattisgarh,SECL,Ketki,0.03
2023-24,Chhattisgarh,SECL,Bhatgaon,0.19
2023-24,Chhattisgarh,SECL,Shivani,0.23
2023-24,Chhattisgarh,SECL,Navapara,0.05
2023-24,Chhattisgarh,SECL,Jaganathpur,2.83
2023-24,Chhattisgarh,SECL,Manikpur,5.25
2023-24,Chhattisgarh,SECL,Rajgamar- 4&5,0.01
2023-24,Chhattisgarh,SECL,Surakachhar,0.03
2023-24,Chhattisgarh,SECL,Balgi,0.05
2023-24,Chhattisgarh,SECL,Dhelwadih Colliery,0.13
2023-24,Chhattisgarh,SECL,Singhali Colliery,0.12
2023-24,Chhattisgarh,SECL,Bagdeva,0.29
2023-24,Chhattisgarh,SECL,Saraipali,1.68
2023-24,Chhattisgarh,SECL,Gevra,59.11
2023-24,Chhattisgarh,SECL,Dipka,33.42
2023-24,Chhattisgarh,SECL,Kusmunda Project,50.13
2023-24,Chhattisgarh,SECL,Baroud OC,4.20
2023-24,Chhattisgarh,SECL,Chhal OC,5.51
2023-24,Chhattisgarh,SECL,Jampali,3.00
2023-24,Chhattisgarh,SECL,Bijari OC,1.61
2023-24,Chhattisgarh,SECL(GP 2&3),Gare Palma IV/2&3,0.16
2023-24,Odisha,MCL,Jagannath Re-org OCP,7.50
2023-24,Odisha,MCL,Ananta OCP,20.00
2023-24,Odisha,MCL,Bhubaneswari OCP,24.24
2023-24,Odisha,MCL,Bharatpur OCP,11.12
2023-24,Odisha,MCL,Lingaraj OCP,17.54
2023-24,Odisha,MCL,Kaniha OCP,11.81
2023-24,Odisha,MCL,Balram OCP,7.74
2023-24,Odisha,MCL,Hingula OCP,13.06
2023-24,Odisha,MCL,Nandira Colliery,0.06
2023-24,Odisha,MCL,Lajkura OCP,4.50
2023-24,Odisha,MCL,Samleswari OCP,8.06
2023-24,Odisha,MCL,Int. Lakhanpur-Belpahar-Lilari OCP,32.20
2023-24,Odisha,MCL,Basundhara (West) OCP,1.43
2023-24,Odisha,MCL,Siarmal OCP,7.24
2023-24,Odisha,MCL,Kulda OCP Balinga,21.00
2023-24,Odisha,MCL,Garjanbahal OCP,18.20
2023-24,Odisha,MCL,Hirakhand Bundia Mine,0.20
2023-24,Odisha,MCL,Orient Mine No. 1 & 2,0.20
2023-24,Assam,NEC,Tikak Colliery,0.20
2023-24,Assam,NEC,Tirap Colliery,0.00
2023-24,Telangana,SCCL,Padmavathi Khani No.5 Incline,0.21
2023-24,Telangana,SCCL,Gouthampur Khani OCP,0.13
2023-24,Telangana,SCCL,Jalagam Vengala Rao OC-2,11.07
2023-24,Telangana,SCCL,Kistaram OC,2.40
2023-24,Telangana,SCCL,Koya Gundem OC II,3.00
2023-24,Telangana,SCCL,"Jawahar Khani OC-5,",1.37
2023-24,Telangana,SCCL,Prakasham Khani OC,10.45
2023-24,Telangana,SCCL,Manuguru Opencast,2.10
2023-24,Telangana,SCCL,Kondapuram,0.14
2023-24,Telangana,SCCL,Godavari Khani-1 & 3,0.17
2023-24,Telangana,SCCL,Godavari Khani-2 & 2A,0.22
2023-24,Telangana,SCCL,Godavari Khani-11 Incline,0.61
2023-24,Telangana,SCCL,Godavarikhani V OC,3.51
2023-24,Telangana,SCCL,Vakilpalli,0.35
2023-24,Telangana,SCCL,Ramagundam-OC 3 & OC III,9.50
2023-24,Telangana,SCCL,Ramagundam OC-II Extn,2.22
2023-24,Telangana,SCCL,Ramagundam OC-I Extn. Ph-II,3.70
2023-24,Telangana,SCCL,Kakatiya Khani-1 & 1A Incline,0.22
2023-24,Telangana,SCCL,Kakatiya Khani-5 Incline,0.21
2023-24,Telangana,SCCL,"Kakatiya Khani-6, Incline",0.12
2023-24,Telangana,SCCL,Kakatiya Khani-8 & 8A Incline,0.17
2023-24,Telangana,SCCL,Kakatiya Khani-OC II,1.50
2023-24,Telangana,SCCL,Kakatiya Khani-OC-III,1.37
2023-24,Telangana,SCCL,Adriyala Saft Project,1.47
2023-24,Telangana,SCCL,Khairagura OC,3.75
2023-24,Telangana,SCCL,Shanthi Khani,0.07
2023-24,Telangana,SCCL,Kalyan Khani-1 Incline,0.02
2023-24,Telangana,SCCL,Kalyan Khani-5 Incline,0.20
2023-24,Telangana,SCCL,Kasipet 1 Incline,0.15
2023-24,Telangana,SCCL,Ravindra Khani-1A Incline,0.02
2023-24,Telangana,SCCL,Kasipet 2 Incline,0.10
2023-24,Telangana,SCCL,Ramakrishnapur OC,1.87
2023-24,Telangana,SCCL,Kalyan Khani OC,1.78
2023-24,Telangana,SCCL,Ravindra Khani-5 Incline,0.28
2023-24,Telangana,SCCL,Ravindra Khani-6 Incline,0.20
2023-24,Telangana,SCCL,"Ravindra Khani-7,Incline",0.34
2023-24,Telangana,SCCL,"Ravindra Khani-New Tech,",0.16
2023-24,Telangana,SCCL,"Srirampur-1, Incline",0.11
2023-24,Telangana,SCCL,Srirampur-3 & 3A Incline,0.23
2023-24,Telangana,SCCL,"Indaram Khani-1A, Incline",0.20
2023-24,Telangana,SCCL,Srirampur OC,3.17
2023-24,Telangana,SCCL,Indaram Khani-OC,1.22
2023-24,Jharkhand,JSMDCL,Sikni Open Cast Mine,0.34
2023-24,Jharkhand,DVC_T,DVC Tubed Mines,1.52
2023-24,J & K,JKML,Metica Coal Mine,0.00
2023-24,J & K,JKML,New Moghla Coal Mine,0.01
2023-24,Jharkhand,IISCOJ,Jitpur Colliery,0.03
2023-24,Jharkhand,IISCOC,Chasnalla Colliery,0.10
2023-24,West Bengal,IISCOR,Ramnagar Colliery,0.08
2023-24,West Bengal,IISCOR,Ramnagar Colliery,0.00
2023-24,Jharkhand,SAIL,Tasra Colliery,0.33
2023-24,Jharkhand,NTPC_PB,Pakri Barwadih,16.31
2023-24,Odisha,NTPC_DG,Dulanga Coal Mining Project,7.00
2023-24,Chhattisgarh,NTPC_TP,Talaipalli Coal Mine,7.54
2023-24,Jharkhand,NTPC_CB,Chatti Bariatu Coal Mining Project,3.30
2023-24,Jharkhand,NTPC_KD,Kerandari Coal field,0.24
2023-24,Chhattisgarh,CSPGCL,Gare Palma Sector III,4.00
2023-24,Telangana,TGGENCO,Tadicherla 1 OCM,2.50
2023-24,West Bengal,WBPDCL_B,Barjora Coal Mine,0.50
2023-24,West Bengal,WBPDCL_BN,Barjora (North) Coal Mine,1.12
2023-24,Jharkhand,WBPDCL_PN,Pacchwara North Coal Mine,13.71
2023-24,West Bengal,WBPDCL_GB,G & G B Coal Mine,3.00
2023-24,West Bengal,WBPDCL_T,Tara(E&W),0.11
2023-24,Odisha,NLCL_II&III,Talabira II & III,12.64
2023-24,Chhattisgarh,RRVUNL,Parsa East and Kanta Basan OCM,6.70
2023-24,Odisha,OCPL,Manoharpur Coal Mine,8.51
2023-24,West Bengal,DPL,Trans Damodar Coal Mine,1.00
2023-24,Jharkhand,TSLWB,West Bokaro OC Quarry-AB,0.33
2023-24,Jharkhand,TSLWB,West Bokaro OC Quarry-E,0.25
2023-24,Jharkhand,TSLWB,West Bokaro OC Quarry-SE,4.83
2023-24,Jharkhand,TSLJH,"Jamadoba Colliery,",0.05
2023-24,Jharkhand,TSLJH,"6 & 7 Pits Colliery,",0.00
2023-24,Jharkhand,TSLJH,"Digwadih Colliery,",0.00
2023-24,Jharkhand,TSLJH,"Sijua Colliery,",0.25
2023-24,Jharkhand,TSLJH,"Bhelatand Colliery,",0.22
2023-24,West Bengal,CESC,Sarisatolli Coal Mine,1.29
2023-24,Chhattisgarh,BALCO,Chotia Coal Mine,1.00
2023-24,Madhya Pradesh,JPVL,Amelia (North ) Coal Mine,3.92
2023-24,Madhya Pradesh,SPL,Moher & Moher Amlohri Ext.,18.28
2023-24,Maharashtra,TUML,Marki Mangli - I Coal Mine,0.00
2023-24,Madhya Pradesh,RCCPL,Sial Ghogri Coal Mine,0.33
2023-24,Chhattisgarh,HIL_GP_IV/4,Gare Palma IV/4 Coal Mine,0.47
2023-24,Chhattisgarh,HIL_GP_IV/5,Gare Palma IV/5 Coal Mine,0.00
2023-24,Jharkhand,HIL_KOC,Kathautia Open Cast Coal Mine,0.18
2023-24,Maharashtra,SIL,Belgaon Coal Mine,0.15
2023-24,Chhattisgarh,AMBUJA,GP-IV-8 Coal Mine,0.95
2023-24,Maharashtra,BSIL,Marki Mangli -III,0.11
2023-24,Madhya Pradesh,APMDCL,Suliyari Coal Mine,5.00
2023-24,Maharashtra,KPCL,Baranj,2.50
2023-24,Madhya Pradesh,UTCL,Bicharpur,0.75
2023-24,Chhattisgarh,SEML,Gare Palma IV/7,1.44
2023-24,Jharkhand,PSPCL,Pachhwara Central Coal Mine,4.63
2023-24,Odisha,Vedanta,Jamkhani Coal Mine,2.13
2023-24,Madhya Pradesh,THDC,Amelia Coal Block,1.25
2023-24,Madhya Pradesh,BSMPL,Gotitoria (East) & Gotitora (West),0.30
2023-24,Chhattisgarh,JPL_IV/1,Gare Palma IV/1,7.20
2023-24,Chhattisgarh,JPL_IV/2 & 3,Gare Palma IV/2 &3,0.71
2023-24,Maharashtra,AIPL,Takli Jena Bellora North & South,0.09
2023-24,Odisha,JSPL_UC,"Utkal C Coal Mine,",1.03
2023-24,Chhattisgarh,JSPL_GP IV/6,Gare palma IV/6 vill- Kenjemura,1.80
2023-24,Odisha,NALCO,Utkal D,2.00
All India Total Production,All India Total Production,All India Total Production,All India Total Production,997.83
